ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	-375.6791913119049	-375.6791913119049	-375.6791913119049	-375.6791913119049
1	-327.79023514555166	-375.6791913119049	-351.73471322872757	-327.79023514555166
2	-284.9338622282887	-375.6791913119049	-329.4454088651217	-284.93358000919966
3	-245.61197588192672	-375.6791913119049	-308.37130847085984	-245.61166781505634
4	-210.07793170591933	-375.6791913119049	-288.61708425991407	-210.0776617087929
5	-181.08208215641025	-375.6791913119049	-271.369031980191	-181.08166589296394
6	-154.0130415797191	-375.6791913119049	-255.07298071718355	-154.01263922423004
7	-129.43955163542537	-375.6791913119049	-239.5217095491754	-129.439139633399
8	-105.3245585896954	-375.6330650766457	-224.0834162439043	-105.32413791653244
9	-84.74917000828759	-375.4455165733927	-209.87011204150716	-84.74869937731673
10	-66.55485389375815	-375.158154037246	-196.71714462296615	-66.55426730011983
11	-50.25517808942793	-374.76535830246945	-184.47600159675306	-50.25460146418445
12	-35.121843948547294	-374.1853223348365	-172.85298220989986	-35.12116751975354
13	-22.078208216658506	-373.503222791295	-161.93560062207183	-22.077523127943326
14	-10.070942791105981	-372.3202631917015	-151.50452634895558	-10.07024064006483
15	1.7100891860328706	-371.0187181399571	-141.21875886328996	1.7107686306745233
16	10.771448805419174	-369.2439940801471	-132.3319877175281	10.77213718527978
17	20.655347680868452	-366.588484949699	-122.92469006924692	20.65608997116361
18	28.168947392335326	-364.4597039399029	-114.79881994501531	28.16961655085944
19	34.67499267930977	-361.254660642746	-107.04334284034302	34.67578603923492
20	41.082630408832415	-357.6813838391156	-99.29992678160963	41.08345928922302
21	46.63259036545258	-354.2055997674087	-92.03925436634646	46.633516344045695
22	51.48379967090331	-350.8623897596745	-85.44593615329848	51.48467841898868
23	55.73725144691528	-346.7388847091253	-79.02919863618258	55.738152573642964
24	59.894258304033045	-341.1640023101884	-72.49269661364518	59.895141609372516
25	62.981822638766005	-335.37646300246485	-66.53565130302388	62.98277279767722
26	66.6401292522261	-329.25799630317374	-60.111650283523495	66.64117185949415
27	69.92404962864066	-322.67582444955417	-54.07357057898351	69.92503784053932
28	71.66031281177591	-315.67037051998835	-48.998552049670444	71.66121071178772
29	74.14237439699832	-308.9288900097771	-43.555974249558126	74.14330950935329
30	76.22507747230715	-302.11986414221474	-38.41043760464166	76.22623351601203
31	78.75718535593997	-293.61141009788906	-32.994139128806836	78.75814636573
32	80.10557285520927	-285.19270779382686	-28.107287176160124	80.10662284271878
33	81.55422794970299	-277.6420506249139	-23.59675601475242	81.5552786311664
34	83.26489556523518	-268.6700624555563	-18.692707850711408	83.26599348376604
35	84.45240024084278	-259.70923003384723	-14.202769058160992	84.45359232307274
36	86.00021890445919	-249.92563302156395	-9.43303081223629	86.0013561138492
37	86.79667728109159	-241.10005208744855	-5.27599185196285	86.79781177332252
38	87.41732707789049	-232.51345054661	-1.338198481902211	87.41838107302574
39	88.37711029294644	-223.32127140817232	2.8221383892603433	88.37832157211162
40	88.95952305701486	-212.65890631535387	6.932473881121461	88.96081763551462
41	90.26768038832675	-203.52486261755558	11.007619334943831	90.26887870347736
42	91.02273661086882	-193.4134021159173	14.86648577566107	91.02406210159516
43	91.6084044498709	-182.33345708576505	18.599355607085954	91.60960936652394
44	92.25801269593241	-173.82171759333315	21.94637707310657	92.25925821259517
45	92.62052303816297	-164.55599271186549	25.195676565309363	92.62174804246501
46	93.14601347190317	-155.40272374980887	28.392655050059005	93.14719229683496
47	93.63904845625812	-145.90991993171738	31.56046139216383	93.64027949021357
48	94.17865429365636	-135.88771310674713	34.81633323638297	94.17981398812029
49	94.42000288689339	-125.1360068858271	38.029740088256275	94.42131844329059
50	94.70296660234149	-116.36681700393837	40.83360345709438	94.70437878987207
51	95.08398060054569	-106.79578970214955	43.88723983061004	95.08517117824086
52	95.27322868006763	-99.17110214685512	46.40993542308581	95.27461848164182
53	95.45796523458682	-90.18328454246567	49.0626113422844	95.45921718526915
54	95.64677704024818	-81.30512135273138	51.53426551605517	95.6480988423853
55	95.69021951828178	-73.76128604000567	53.74725580741581	95.69149989564508
56	95.8764265496009	-65.02741281649811	56.19951388361985	95.87754024489986
57	95.87627888404796	-56.74197829847819	58.29439648200233	95.87750708787337
58	95.97841891468846	-50.413517685849705	60.284896711558794	95.97967470640272
59	96.11105024665244	-43.09382827329176	62.27237666206214	96.11227009392715
60	96.29977226604454	-36.41695594244412	64.18115241402471	96.30113972256164
61	96.34100768629045	-29.133380321157333	66.0303646679221	96.34230439122368
62	96.43058734395217	-23.14886486965383	67.73168157669113	96.43187559880286
63	96.62050066704904	-16.158141159999904	69.4845050064783	96.62184633039281
64	96.62071900956036	-10.415172999044911	71.00449257809774	96.62186570722251
65	96.6697799863177	-4.5775269489145085	72.42702771697623	96.67090351684419
66	96.6696271605068	-0.13840569063299119	73.69827042161185	96.6709507579619
67	96.71942499242857	5.58226932534693	75.11027597656575	96.72071547561272
