Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
34	07:06:11	07:06:11	07:06:11	07:06:11	07:06:42	07:06:42			07:06:42	07:06:42	07:06:46	07:06:46	07:06:46	07:06:46	07:06:46	07:06:46			07:06:46	07:06:46		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
35	07:06:47	07:06:47	07:06:47	07:06:47	07:07:19	07:07:19			07:07:19	07:07:19	07:07:28	07:07:28	07:07:28	07:07:28	07:07:28	07:07:28			07:07:28	07:07:28		00:00:00	00:00:32		00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:41
36	07:07:28	07:07:28	07:07:28	07:07:28	07:07:59	07:07:59			07:07:59	07:07:59	07:08:04	07:08:04	07:08:04	07:08:04	07:08:04	07:08:04			07:08:05	07:08:05		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
37	07:08:05	07:08:05	07:08:05	07:08:05	07:08:36	07:08:36			07:08:36	07:08:36	07:08:41	07:08:41	07:08:41	07:08:41	07:08:41	07:08:41			07:08:41	07:08:41		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
38	07:08:42	07:08:42	07:08:42	07:08:42	07:09:11	07:09:11			07:09:11	07:09:11	07:09:16	07:09:16	07:09:16	07:09:16	07:09:16	07:09:16			07:09:17	07:09:17		00:00:00	00:00:29		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
39	07:09:17	07:09:17	07:09:17	07:09:17	07:09:48	07:09:48			07:09:48	07:09:48	07:09:52	07:09:52	07:09:52	07:09:52	07:09:52	07:09:52			07:09:53	07:09:53		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
40	07:09:53	07:09:53	07:09:53	07:09:53	07:10:26	07:10:26	07:10:26	07:10:28	07:10:28	07:10:28	07:10:37	07:10:37	07:10:38	07:10:38	07:10:38	07:10:38	07:10:38	07:10:38	07:10:40	07:10:40		00:00:00	00:00:32	00:00:02	00:00:02	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:46
41	07:10:40	07:10:40	07:10:40	07:10:40	07:11:12	07:11:12			07:11:12	07:11:12	07:11:16	07:11:16	07:11:16	07:11:16	07:11:16	07:11:16			07:11:17	07:11:17		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
42	07:11:17	07:11:17	07:11:17	07:11:17	07:11:49	07:11:49			07:11:49	07:11:49	07:11:53	07:11:53	07:11:53	07:11:53	07:11:53	07:11:53			07:11:54	07:11:54		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
43	07:11:54	07:11:54	07:11:54	07:11:54	07:12:25	07:12:25			07:12:25	07:12:25	07:12:29	07:12:29	07:12:29	07:12:29	07:12:29	07:12:29			07:12:29	07:12:29		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
44	07:12:29	07:12:29	07:12:29	07:12:29	07:13:02	07:13:02			07:13:02	07:13:02	07:13:06	07:13:06	07:13:06	07:13:06	07:13:06	07:13:06			07:13:07	07:13:07		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
45	07:13:07	07:13:07	07:13:07	07:13:07	07:13:36	07:13:36			07:13:36	07:13:36	07:13:45	07:13:45	07:13:45	07:13:45	07:13:45	07:13:45			07:13:45	07:13:45		00:00:00	00:00:29		00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:38
46	07:13:46	07:13:46	07:13:46	07:13:46	07:14:17	07:14:17			07:14:17	07:14:17	07:14:21	07:14:21	07:14:21	07:14:21	07:14:21	07:14:21			07:14:22	07:14:22		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
47	07:14:22	07:14:22	07:14:22	07:14:22	07:14:53	07:14:53			07:14:53	07:14:53	07:14:58	07:14:58	07:14:58	07:14:58	07:14:58	07:14:58			07:14:59	07:14:59		00:00:00	00:00:31		00:00:00	00:00:05	00:00:00	00:00:00		00:00:00	00:00:37
48	07:14:59	07:14:59	07:14:59	07:14:59	07:15:31	07:15:31			07:15:31	07:15:31	07:15:35	07:15:35	07:15:35	07:15:35	07:15:35	07:15:35			07:15:36	07:15:36		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
49	07:15:36	07:15:36	07:15:36	07:15:36	07:16:07	07:16:07			07:16:07	07:16:07	07:16:11	07:16:11	07:16:11	07:16:11	07:16:11	07:16:11			07:16:12	07:16:12		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
50	07:16:12	07:16:12	07:16:12	07:16:12	07:16:43	07:16:43	07:16:44	07:16:46	07:16:46	07:16:46	07:16:55	07:16:55	07:16:55	07:16:55	07:16:55	07:16:55	07:16:55	07:16:55	07:16:57	07:16:57		00:00:00	00:00:31	00:00:02	00:00:02	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:45
51	07:16:58	07:16:58	07:16:58	07:16:58	07:17:29	07:17:29			07:17:29	07:17:29	07:17:33	07:17:33	07:17:33	07:17:33	07:17:33	07:17:33			07:17:33	07:17:33		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
52	07:17:33	07:17:33	07:17:33	07:17:33	07:18:06	07:18:06			07:18:06	07:18:06	07:18:10	07:18:10	07:18:10	07:18:10	07:18:10	07:18:10			07:18:11	07:18:11		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
53	07:18:11	07:18:11	07:18:11	07:18:11	07:18:42	07:18:42			07:18:42	07:18:42	07:18:46	07:18:46	07:18:46	07:18:46	07:18:46	07:18:46			07:18:46	07:18:46		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
54	07:18:47	07:18:47	07:18:47	07:18:47	07:19:18	07:19:18			07:19:18	07:19:18	07:19:22	07:19:22	07:19:22	07:19:22	07:19:22	07:19:22			07:19:23	07:19:23		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
55	07:19:23	07:19:23	07:19:23	07:19:23	07:19:56	07:19:56			07:19:56	07:19:56	07:20:06	07:20:06	07:20:06	07:20:06	07:20:06	07:20:06			07:20:06	07:20:06		00:00:00	00:00:33		00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:43
56	07:20:06	07:20:06	07:20:06	07:20:06	07:20:37	07:20:37			07:20:37	07:20:37	07:20:42	07:20:42	07:20:42	07:20:42	07:20:42	07:20:42			07:20:42	07:20:42		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
57	07:20:43	07:20:43	07:20:43	07:20:43	07:21:12	07:21:12			07:21:12	07:21:12	07:21:16	07:21:16	07:21:16	07:21:16	07:21:16	07:21:16			07:21:17	07:21:17		00:00:00	00:00:29		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:34
58	07:21:17	07:21:17	07:21:17	07:21:17	07:21:49	07:21:49			07:21:49	07:21:49	07:21:53	07:21:53	07:21:53	07:21:53	07:21:53	07:21:53			07:21:53	07:21:53		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
59	07:21:54	07:21:54	07:21:54	07:21:54	07:22:24	07:22:24			07:22:24	07:22:24	07:22:29	07:22:29	07:22:29	07:22:29	07:22:29	07:22:29			07:22:30	07:22:30		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:36
60	07:22:30	07:22:30	07:22:30	07:22:30	07:23:03	07:23:03	07:23:03	07:23:05	07:23:05	07:23:05	07:23:14	07:23:14	07:23:15	07:23:15	07:23:15	07:23:15	07:23:15	07:23:15	07:23:17	07:23:17		00:00:00	00:00:32	00:00:02	00:00:02	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:46
61	07:23:17	07:23:17	07:23:17	07:23:17	07:23:47	07:23:47			07:23:47	07:23:47	07:23:51	07:23:51	07:23:51	07:23:51	07:23:51	07:23:51			07:23:52	07:23:52		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:34
62	07:23:52	07:23:52	07:23:52	07:23:52	07:24:25	07:24:25			07:24:25	07:24:25	07:24:29	07:24:29	07:24:29	07:24:29	07:24:29	07:24:29			07:24:30	07:24:30		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
63	07:24:30	07:24:30	07:24:30	07:24:30	07:25:01	07:25:01			07:25:01	07:25:01	07:25:05	07:25:05	07:25:05	07:25:05	07:25:05	07:25:05			07:25:06	07:25:06		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
64	07:25:06	07:25:06	07:25:06	07:25:06	07:25:37	07:25:37			07:25:37	07:25:37	07:25:41	07:25:41	07:25:41	07:25:41	07:25:41	07:25:41			07:25:41	07:25:41		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
65	07:25:42	07:25:42	07:25:42	07:25:42	07:26:10	07:26:10			07:26:10	07:26:10	07:26:20	07:26:20	07:26:20	07:26:20	07:26:20	07:26:20			07:26:20	07:26:20		00:00:00	00:00:28		00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:38
66	07:26:20	07:26:20	07:26:20	07:26:20	07:26:51	07:26:51			07:26:51	07:26:51	07:26:55	07:26:55	07:26:55	07:26:55	07:26:55	07:26:55			07:26:56	07:26:56		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
67	07:26:56	07:26:56	07:26:56	07:26:56	07:27:27	07:27:27			07:27:27	07:27:27	07:27:31	07:27:31	07:27:31	07:27:31	07:27:31	07:27:31			07:27:32	07:27:32		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
68	07:27:32	07:27:32	07:27:32	07:27:32	07:28:02	07:28:02			07:28:02	07:28:02	07:28:06	07:28:06	07:28:06	07:28:06	07:28:06	07:28:06			07:28:06	07:28:06		00:00:00	00:00:29		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:34
69	07:28:07	07:28:07	07:28:07	07:28:07	07:28:38	07:28:38			07:28:38	07:28:38	07:28:42	07:28:42	07:28:42	07:28:42	07:28:42	07:28:42			07:28:42	07:28:42		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
70	07:28:43	07:28:43	07:28:43	07:28:43	07:29:15	07:29:15	07:29:15	07:29:17	07:29:17	07:29:17	07:29:27	07:29:27	07:29:27	07:29:27	07:29:27	07:29:27	07:29:27	07:29:27	07:29:29	07:29:29		00:00:00	00:00:32	00:00:02	00:00:02	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:46
71	07:29:29	07:29:29	07:29:29	07:29:29	07:30:01	07:30:01			07:30:01	07:30:01	07:30:05	07:30:05	07:30:05	07:30:05	07:30:05	07:30:05			07:30:06	07:30:06		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:01	00:00:36
72	07:30:06	07:30:06	07:30:06	07:30:06	07:30:39	07:30:39			07:30:39	07:30:39	07:30:43	07:30:43	07:30:43	07:30:43	07:30:43	07:30:43			07:30:44	07:30:44		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
73	07:30:44	07:30:44	07:30:44	07:30:44	07:31:16	07:31:16			07:31:16	07:31:16	07:31:20	07:31:20	07:31:20	07:31:20	07:31:20	07:31:20			07:31:21	07:31:21		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
74	07:31:21	07:31:21	07:31:21	07:31:21	07:31:52	07:31:52			07:31:52	07:31:52	07:31:56	07:31:56	07:31:56	07:31:56	07:31:56	07:31:56			07:31:57	07:31:57		00:00:00	00:00:30		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
75	07:31:57	07:31:57	07:31:57	07:31:57	07:32:29	07:32:29			07:32:29	07:32:29	07:32:38	07:32:38	07:32:38	07:32:38	07:32:38	07:32:38			07:32:39	07:32:39		00:00:00	00:00:31		00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:41
76	07:32:39	07:32:39	07:32:39	07:32:39	07:33:11	07:33:11			07:33:11	07:33:11	07:33:15	07:33:15	07:33:15	07:33:15	07:33:15	07:33:15			07:33:16	07:33:16		00:00:00	00:00:32		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:37
77	07:33:16	07:33:16	07:33:16	07:33:16	07:33:45	07:33:45			07:33:45	07:33:45	07:33:49	07:33:49	07:33:49	07:33:49	07:33:49	07:33:49			07:33:50	07:33:50		00:00:00	00:00:28		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:33
78	07:33:50	07:33:50	07:33:50	07:33:50	07:34:21	07:34:21			07:34:21	07:34:21	07:34:25	07:34:25	07:34:25	07:34:25	07:34:25	07:34:25			07:34:26	07:34:26		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
79	07:34:26	07:34:26	07:34:26	07:34:26	07:34:58	07:34:58			07:34:58	07:34:58	07:35:02	07:35:02	07:35:02	07:35:02	07:35:02	07:35:02			07:35:03	07:35:03		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
80	07:35:03	07:35:03	07:35:03	07:35:03	07:35:35	07:35:35	07:35:35	07:35:38	07:35:38	07:35:38	07:35:47	07:35:47	07:35:47	07:35:47	07:35:47	07:35:47	07:35:47	07:35:47	07:35:50	07:35:50		00:00:00	00:00:31	00:00:03	00:00:03	00:00:09	00:00:00	00:00:00	00:00:00	00:00:02	00:00:46
81	07:35:50	07:35:50	07:35:50	07:35:50	07:36:21	07:36:21			07:36:21	07:36:21	07:36:25	07:36:25	07:36:25	07:36:25	07:36:25	07:36:25			07:36:26	07:36:26		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
82	07:36:26	07:36:26	07:36:26	07:36:26	07:36:57	07:36:57			07:36:57	07:36:57	07:37:01	07:37:01	07:37:01	07:37:01	07:37:02	07:37:02			07:37:02	07:37:02		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:35
83	07:37:02	07:37:02	07:37:02	07:37:02	07:37:34	07:37:34			07:37:34	07:37:34	07:37:38	07:37:38	07:37:38	07:37:38	07:37:38	07:37:38			07:37:39	07:37:39		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
84	07:37:39	07:37:39	07:37:39	07:37:39	07:38:13	07:38:13			07:38:13	07:38:13	07:38:17	07:38:17	07:38:17	07:38:17	07:38:17	07:38:17			07:38:18	07:38:18		00:00:00	00:00:34		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:38
85	07:38:18	07:38:18	07:38:18	07:38:18	07:38:49	07:38:49			07:38:49	07:38:49	07:38:59	07:38:59	07:38:59	07:38:59	07:38:59	07:38:59			07:39:00	07:39:00		00:00:00	00:00:31		00:00:00	00:00:09	00:00:00	00:00:00		00:00:00	00:00:41
86	07:39:00	07:39:00	07:39:00	07:39:00	07:39:31	07:39:31			07:39:31	07:39:31	07:39:35	07:39:35	07:39:35	07:39:35	07:39:35	07:39:35			07:39:36	07:39:36		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
87	07:39:36	07:39:36	07:39:36	07:39:36	07:40:08	07:40:08			07:40:08	07:40:08	07:40:12	07:40:12	07:40:12	07:40:12	07:40:12	07:40:12			07:40:13	07:40:13		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
88	07:40:13	07:40:13	07:40:13	07:40:13	07:40:44	07:40:44			07:40:44	07:40:44	07:40:48	07:40:48	07:40:48	07:40:48	07:40:48	07:40:48			07:40:49	07:40:49		00:00:00	00:00:31		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:36
89	07:40:49	07:40:49	07:40:49	07:40:49	07:41:23	07:41:23			07:41:23	07:41:23	07:41:27	07:41:27	07:41:27	07:41:27	07:41:27	07:41:27			07:41:28	07:41:28		00:00:00	00:00:33		00:00:00	00:00:04	00:00:00	00:00:00		00:00:00	00:00:38
