Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
10	07:26:40	07:26:40	07:26:40	07:26:40	07:26:41	07:26:41	07:26:41	07:26:41	07:26:41	07:26:41	07:26:42	07:26:42	07:26:42	07:26:42	07:26:42	07:26:42	07:26:42	07:26:42	07:26:50	07:26:50		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:08	00:00:09
11	07:26:50	07:26:50	07:26:50	07:26:50	07:26:51	07:26:51			07:26:51	07:26:51	07:26:52	07:26:52	07:26:52	07:26:52	07:26:52	07:26:52			07:26:53	07:26:53		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
12	07:26:53	07:26:53	07:26:53	07:26:53	07:26:53	07:26:53			07:26:53	07:26:53	07:26:55	07:26:55	07:26:55	07:26:55	07:26:55	07:26:55			07:26:55	07:26:55		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
13	07:26:55	07:26:55	07:26:55	07:26:55	07:26:56	07:26:56			07:26:56	07:26:56	07:26:57	07:26:57	07:26:57	07:26:57	07:26:57	07:26:57			07:26:57	07:26:57		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
14	07:26:57	07:26:57	07:26:57	07:26:57	07:26:58	07:26:58			07:26:58	07:26:58	07:27:00	07:27:00	07:27:00	07:27:00	07:27:00	07:27:00			07:27:00	07:27:00		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:03
15	07:27:01	07:27:01	07:27:01	07:27:01	07:27:01	07:27:01			07:27:01	07:27:01	07:27:03	07:27:03	07:27:03	07:27:03	07:27:03	07:27:03			07:27:03	07:27:03		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
16	07:27:04	07:27:04	07:27:04	07:27:04	07:27:05	07:27:05			07:27:05	07:27:05	07:27:06	07:27:06	07:27:06	07:27:06	07:27:06	07:27:06			07:27:07	07:27:07		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
17	07:27:07	07:27:07	07:27:07	07:27:07	07:27:07	07:27:07			07:27:07	07:27:07	07:27:08	07:27:08	07:27:08	07:27:08	07:27:08	07:27:08			07:27:09	07:27:09		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
18	07:27:09	07:27:09	07:27:09	07:27:09	07:27:09	07:27:09			07:27:09	07:27:09	07:27:11	07:27:11	07:27:11	07:27:11	07:27:11	07:27:11			07:27:12	07:27:12		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
19	07:27:12	07:27:12	07:27:12	07:27:12	07:27:12	07:27:12			07:27:12	07:27:12	07:27:14	07:27:14	07:27:14	07:27:14	07:27:14	07:27:14			07:27:14	07:27:14		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
20	07:27:15	07:27:15	07:27:15	07:27:15	07:27:15	07:27:15	07:27:15	07:27:15	07:27:15	07:27:15	07:27:17	07:27:17	07:27:17	07:27:17	07:27:17	07:27:17	07:27:17	07:27:17	07:27:26	07:27:26		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:08	00:00:11
21	07:27:26	07:27:26	07:27:26	07:27:26	07:27:26	07:27:26			07:27:26	07:27:26	07:27:27	07:27:27	07:27:27	07:27:27	07:27:27	07:27:27			07:27:28	07:27:28		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
22	07:27:28	07:27:28	07:27:28	07:27:28	07:27:29	07:27:29			07:27:29	07:27:29	07:27:31	07:27:31	07:27:31	07:27:31	07:27:31	07:27:31			07:27:32	07:27:32		00:00:00	00:00:01		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
23	07:27:32	07:27:32	07:27:32	07:27:32	07:27:33	07:27:33			07:27:33	07:27:33	07:27:34	07:27:34	07:27:34	07:27:34	07:27:34	07:27:34			07:27:34	07:27:34		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
24	07:27:34	07:27:34	07:27:34	07:27:34	07:27:35	07:27:35			07:27:35	07:27:35	07:27:36	07:27:36	07:27:36	07:27:36	07:27:36	07:27:36			07:27:36	07:27:36		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:01
25	07:27:37	07:27:37	07:27:37	07:27:37	07:27:38	07:27:38			07:27:38	07:27:38	07:27:39	07:27:39	07:27:39	07:27:39	07:27:39	07:27:39			07:27:39	07:27:39		00:00:00	00:00:01		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
26	07:27:39	07:27:39	07:27:39	07:27:39	07:27:40	07:27:40			07:27:40	07:27:40	07:27:42	07:27:42	07:27:42	07:27:42	07:27:42	07:27:42			07:27:42	07:27:42		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
27	07:27:42	07:27:42	07:27:42	07:27:42	07:27:43	07:27:43			07:27:43	07:27:43	07:27:44	07:27:44	07:27:44	07:27:44	07:27:44	07:27:44			07:27:45	07:27:45		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
28	07:27:45	07:27:45	07:27:45	07:27:45	07:27:45	07:27:45			07:27:46	07:27:46	07:27:47	07:27:47	07:27:47	07:27:47	07:27:47	07:27:47			07:27:48	07:27:48		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
29	07:27:48	07:27:48	07:27:48	07:27:48	07:27:48	07:27:48			07:27:48	07:27:48	07:27:49	07:27:49	07:27:49	07:27:49	07:27:49	07:27:49			07:27:50	07:27:50		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
30	07:27:50	07:27:50	07:27:50	07:27:50	07:27:51	07:27:51	07:27:51	07:27:51	07:27:51	07:27:51	07:27:53	07:27:53	07:27:53	07:27:53	07:27:53	07:27:53	07:27:53	07:27:53	07:28:01	07:28:01		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:08	00:00:10
31	07:28:01	07:28:01	07:28:01	07:28:01	07:28:01	07:28:01			07:28:01	07:28:01	07:28:03	07:28:03	07:28:03	07:28:03	07:28:03	07:28:03			07:28:03	07:28:03		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
32	07:28:03	07:28:03	07:28:03	07:28:03	07:28:04	07:28:04			07:28:04	07:28:04	07:28:06	07:28:06	07:28:06	07:28:06	07:28:06	07:28:06			07:28:07	07:28:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
33	07:28:07	07:28:07	07:28:07	07:28:07	07:28:07	07:28:07			07:28:07	07:28:07	07:28:09	07:28:09	07:28:09	07:28:09	07:28:09	07:28:09			07:28:09	07:28:09		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
34	07:28:09	07:28:09	07:28:09	07:28:09	07:28:10	07:28:10			07:28:10	07:28:10	07:28:12	07:28:12	07:28:12	07:28:12	07:28:12	07:28:12			07:28:12	07:28:12		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:02
35	07:28:12	07:28:12	07:28:12	07:28:12	07:28:14	07:28:14			07:28:14	07:28:14	07:28:15	07:28:15	07:28:15	07:28:15	07:28:15	07:28:15			07:28:16	07:28:16		00:00:00	00:00:01		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:03
36	07:28:16	07:28:16	07:28:16	07:28:16	07:28:16	07:28:16			07:28:16	07:28:16	07:28:18	07:28:18	07:28:18	07:28:18	07:28:18	07:28:18			07:28:18	07:28:18		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
37	07:28:18	07:28:18	07:28:18	07:28:18	07:28:19	07:28:19			07:28:19	07:28:19	07:28:20	07:28:20	07:28:20	07:28:20	07:28:20	07:28:20			07:28:21	07:28:21		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
38	07:28:21	07:28:22	07:28:22	07:28:22	07:28:23	07:28:23			07:28:23	07:28:23	07:28:24	07:28:24	07:28:24	07:28:24	07:28:24	07:28:24			07:28:25	07:28:25		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
39	07:28:25	07:28:25	07:28:25	07:28:25	07:28:26	07:28:26			07:28:26	07:28:26	07:28:27	07:28:27	07:28:27	07:28:27	07:28:27	07:28:27			07:28:28	07:28:28		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
40	07:28:28	07:28:28	07:28:28	07:28:28	07:28:29	07:28:29	07:28:29	07:28:29	07:28:29	07:28:29	07:28:31	07:28:31	07:28:31	07:28:31	07:28:31	07:28:31	07:28:31	07:28:31	07:28:40	07:28:40		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:08	00:00:11
41	07:28:40	07:28:40	07:28:40	07:28:40	07:28:40	07:28:40			07:28:40	07:28:40	07:28:42	07:28:42	07:28:42	07:28:42	07:28:42	07:28:42			07:28:42	07:28:42		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
42	07:28:42	07:28:42	07:28:42	07:28:42	07:28:43	07:28:43			07:28:43	07:28:43	07:28:45	07:28:45	07:28:45	07:28:45	07:28:45	07:28:45			07:28:45	07:28:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
43	07:28:45	07:28:45	07:28:45	07:28:45	07:28:46	07:28:46			07:28:46	07:28:46	07:28:48	07:28:48	07:28:48	07:28:48	07:28:48	07:28:48			07:28:48	07:28:48		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
44	07:28:48	07:28:48	07:28:48	07:28:48	07:28:49	07:28:49			07:28:49	07:28:49	07:28:51	07:28:51	07:28:51	07:28:51	07:28:51	07:28:51			07:28:51	07:28:51		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:03
45	07:28:52	07:28:52	07:28:52	07:28:52	07:28:53	07:28:53			07:28:53	07:28:53	07:28:54	07:28:54	07:28:54	07:28:54	07:28:54	07:28:54			07:28:54	07:28:54		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
46	07:28:55	07:28:55	07:28:55	07:28:55	07:28:55	07:28:55			07:28:55	07:28:55	07:28:58	07:28:58	07:28:58	07:28:58	07:28:58	07:28:58			07:28:59	07:28:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:04
47	07:28:59	07:28:59	07:28:59	07:28:59	07:28:59	07:28:59			07:28:59	07:28:59	07:29:01	07:29:01	07:29:01	07:29:01	07:29:01	07:29:01			07:29:02	07:29:02		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:03
48	07:29:02	07:29:02	07:29:02	07:29:02	07:29:03	07:29:03			07:29:03	07:29:03	07:29:05	07:29:05	07:29:05	07:29:05	07:29:05	07:29:05			07:29:06	07:29:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
49	07:29:06	07:29:06	07:29:06	07:29:06	07:29:06	07:29:06			07:29:06	07:29:06	07:29:08	07:29:08	07:29:08	07:29:08	07:29:08	07:29:08			07:29:09	07:29:09		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
50	07:29:09	07:29:09	07:29:09	07:29:09	07:29:09	07:29:09	07:29:09	07:29:09	07:29:09	07:29:09	07:29:12	07:29:12	07:29:12	07:29:12	07:29:12	07:29:12	07:29:12	07:29:12	07:29:20	07:29:20		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:08	00:00:11
