tmc_code,measurement_tstamp,speed,average_speed,reference_speed,travel_time_seconds,data_density
114+08542,2018-05-16 03:00:00,7.00,11.00,30.00,255.96,A
114+08542,2018-05-16 04:00:00,12.73,20.00,30.00,140.78,A
114+08542,2018-05-16 05:00:00,6.00,18.00,30.00,298.62,A
114+08542,2018-05-16 06:00:00,12.75,14.00,30.00,140.48,B
114+08542,2018-05-16 07:00:00,8.74,9.00,30.00,205.09,C
114+08542,2018-05-16 08:00:00,7.32,7.00,30.00,244.80,C
114+08542,2018-05-16 09:00:00,7.36,8.00,30.00,243.56,C
114+08542,2018-05-16 10:00:00,8.55,9.00,30.00,209.60,C
114+08542,2018-05-16 11:00:00,7.45,7.00,30.00,240.58,C
114+08542,2018-05-16 12:00:00,9.46,7.00,30.00,189.50,C
114+08542,2018-05-16 13:00:00,10.36,8.00,30.00,172.99,C
114+08542,2018-05-16 14:00:00,8.00,8.00,30.00,223.88,C
114+08542,2018-05-16 15:00:00,6.26,7.00,30.00,286.29,B
114+08542,2018-05-16 16:00:00,5.21,7.00,30.00,343.65,B
114+08542,2018-05-16 17:00:00,7.65,5.00,30.00,234.27,B
114+08542,2018-05-16 18:00:00,6.33,7.00,30.00,283.04,C
114+08542,2018-05-16 19:00:00,9.47,9.00,30.00,189.29,B
114+08542,2018-05-16 20:00:00,7.87,10.00,30.00,227.55,B
114+08542,2018-05-16 21:00:00,9.64,11.00,30.00,185.95,B
114+08542,2018-05-16 22:00:00,10.88,10.00,30.00,164.61,B
114+08542,2018-05-16 23:00:00,10.15,11.00,30.00,176.46,A
114+08028,2018-05-16 00:00:00,19.00,19.00,35.00,11.02,A
114+08028,2018-05-16 02:00:00,18.00,19.00,35.00,11.63,A
114+08028,2018-05-16 03:00:00,8.40,17.00,35.00,24.92,A
114+08028,2018-05-16 05:00:00,9.00,18.00,35.00,23.25,A
114+08028,2018-05-16 06:00:00,16.60,14.00,35.00,12.61,B
114+08028,2018-05-16 07:00:00,7.11,11.00,35.00,29.44,B
114+08028,2018-05-16 08:00:00,8.06,8.00,35.00,25.99,B
114+08028,2018-05-16 09:00:00,8.95,7.00,35.00,23.40,C
114+08028,2018-05-16 10:00:00,9.10,9.00,35.00,23.00,C
114+08028,2018-05-16 11:00:00,11.88,11.00,35.00,17.62,B
114+08028,2018-05-16 12:00:00,12.34,13.00,35.00,16.97,B
114+08028,2018-05-16 13:00:00,13.40,13.00,35.00,15.62,C
114+08028,2018-05-16 14:00:00,9.41,14.00,35.00,22.26,B
114+08028,2018-05-16 15:00:00,14.96,15.00,35.00,13.99,C
114+08028,2018-05-16 16:00:00,12.16,11.00,35.00,17.22,B
114+08028,2018-05-16 17:00:00,10.71,8.00,35.00,19.55,B
114+08028,2018-05-16 18:00:00,10.68,15.00,35.00,19.59,B
114+08028,2018-05-16 19:00:00,15.33,19.00,35.00,13.66,B
114+08028,2018-05-16 20:00:00,24.20,17.00,35.00,8.65,B
114+08028,2018-05-16 21:00:00,21.48,16.00,35.00,9.75,A
114+08028,2018-05-16 22:00:00,20.00,20.00,35.00,10.47,A
114+08027,2018-05-16 00:00:00,8.24,19.00,32.00,226.15,A
114+08027,2018-05-16 01:00:00,11.87,18.00,32.00,156.89,A
114+08027,2018-05-16 02:00:00,9.00,23.00,32.00,206.94,A
114+08027,2018-05-16 03:00:00,6.46,17.00,32.00,288.23,A
114+08027,2018-05-16 04:00:00,12.00,16.00,32.00,155.20,A
114+08027,2018-05-16 05:00:00,20.69,15.00,32.00,90.03,B
114+08027,2018-05-16 06:00:00,16.05,14.00,32.00,116.01,B
114+08027,2018-05-16 07:00:00,11.07,12.00,32.00,168.30,C
114+08027,2018-05-16 08:00:00,6.01,8.00,32.00,309.67,C
114+08027,2018-05-16 09:00:00,8.90,7.00,32.00,209.34,C
114+08027,2018-05-16 10:00:00,12.58,10.00,32.00,148.08,C
114+08027,2018-05-16 11:00:00,14.42,12.00,32.00,129.19,C
114+08027,2018-05-16 12:00:00,12.17,13.00,32.00,153.05,C
114+08027,2018-05-16 13:00:00,12.26,13.00,32.00,151.96,C
114+08027,2018-05-16 14:00:00,11.82,12.00,32.00,157.62,C
114+08027,2018-05-16 15:00:00,15.95,12.00,32.00,116.80,C
114+08027,2018-05-16 16:00:00,7.86,11.00,32.00,236.95,C
114+08027,2018-05-16 17:00:00,8.25,10.00,32.00,225.77,C
114+08027,2018-05-16 18:00:00,16.80,14.00,32.00,110.87,B
114+08027,2018-05-16 19:00:00,11.36,14.00,32.00,163.96,B
114+08027,2018-05-16 20:00:00,11.40,14.00,32.00,163.43,A
114+08027,2018-05-16 21:00:00,18.65,16.00,32.00,99.86,B
114+08027,2018-05-16 22:00:00,9.18,14.00,32.00,202.96,A
114+08027,2018-05-16 23:00:00,7.00,15.00,32.00,266.06,A
114-08018,2018-05-16 00:00:00,14.00,11.00,25.00,14.88,A
114-08018,2018-05-16 03:00:00,11.00,,25.00,18.94,A
114-08018,2018-05-16 05:00:00,9.00,28.00,25.00,23.14,A
114-08018,2018-05-16 06:00:00,27.00,22.00,25.00,7.71,A
114-08018,2018-05-16 07:00:00,19.90,21.00,25.00,10.47,B
114-08018,2018-05-16 08:00:00,25.17,19.00,25.00,8.27,B
114-08018,2018-05-16 09:00:00,20.96,20.00,25.00,9.94,B
114-08018,2018-05-16 10:00:00,7.48,19.00,25.00,27.84,A
114-08018,2018-05-16 11:00:00,18.81,18.00,25.00,11.08,A
114-08018,2018-05-16 12:00:00,11.67,19.00,25.00,17.85,B
114-08018,2018-05-16 13:00:00,12.33,18.00,25.00,16.89,A
114-08018,2018-05-16 14:00:00,16.10,21.00,25.00,12.94,B
114-08018,2018-05-16 15:00:00,6.78,16.00,25.00,30.72,B
114-08018,2018-05-16 16:00:00,7.20,18.00,25.00,28.93,A
114-08018,2018-05-16 17:00:00,9.68,17.00,25.00,21.51,B
114-08018,2018-05-16 18:00:00,9.61,17.00,25.00,21.67,B
114-08018,2018-05-16 19:00:00,21.00,18.00,25.00,9.92,A
114-08018,2018-05-16 20:00:00,14.76,21.00,25.00,14.11,A
114-08018,2018-05-16 21:00:00,7.73,21.00,25.00,26.95,A
114-08018,2018-05-16 22:00:00,7.00,25.00,25.00,29.76,A
114-08017,2018-05-16 00:00:00,6.94,12.00,25.00,452.24,B
114-08017,2018-05-16 01:00:00,8.36,16.00,25.00,375.31,A
114-08017,2018-05-16 02:00:00,13.93,15.00,25.00,225.24,A
114-08017,2018-05-16 03:00:00,11.92,24.00,25.00,263.35,A
114-08017,2018-05-16 04:00:00,22.30,16.00,25.00,140.70,A
114-08017,2018-05-16 05:00:00,16.12,20.00,25.00,194.73,A
114-08017,2018-05-16 06:00:00,13.40,19.00,25.00,234.18,B
114-08017,2018-05-16 07:00:00,15.58,16.00,25.00,201.44,C
114-08017,2018-05-16 08:00:00,13.50,12.00,25.00,232.40,C
114-08017,2018-05-16 09:00:00,11.74,13.00,25.00,267.42,C
114-08017,2018-05-16 10:00:00,13.35,14.00,25.00,235.10,C
114-08017,2018-05-16 11:00:00,10.09,12.00,25.00,311.09,C
114-08017,2018-05-16 12:00:00,8.71,11.00,25.00,360.22,C
114-08017,2018-05-16 13:00:00,11.02,12.00,25.00,284.80,C
114-08017,2018-05-16 14:00:00,9.60,11.00,25.00,326.85,C
114-08017,2018-05-16 15:00:00,5.68,10.00,25.00,552.33,C
114-08017,2018-05-16 16:00:00,4.77,9.00,25.00,657.30,C
114-08017,2018-05-16 17:00:00,5.45,8.00,25.00,575.36,C
114-08017,2018-05-16 18:00:00,8.14,12.00,25.00,385.71,C
114-08017,2018-05-16 19:00:00,10.63,14.00,25.00,295.17,B
114-08017,2018-05-16 20:00:00,12.44,14.00,25.00,252.26,B
114-08017,2018-05-16 21:00:00,10.18,14.00,25.00,308.40,C
114-08017,2018-05-16 22:00:00,12.14,13.00,25.00,258.52,B
114-08017,2018-05-16 23:00:00,16.15,13.00,25.00,194.27,A
114-08015,2018-05-16 00:00:00,12.90,12.00,29.00,134.06,A
114-08015,2018-05-16 01:00:00,5.00,12.00,29.00,345.98,A
114-08015,2018-05-16 02:00:00,12.48,13.00,29.00,138.61,A
114-08015,2018-05-16 03:00:00,12.49,12.00,29.00,138.55,A
114-08015,2018-05-16 05:00:00,7.51,18.00,29.00,230.20,A
114-08015,2018-05-16 06:00:00,12.92,17.00,29.00,133.86,A
114-08015,2018-05-16 07:00:00,9.62,20.00,29.00,179.80,C
114-08015,2018-05-16 08:00:00,12.21,17.00,29.00,141.74,B
114-08015,2018-05-16 09:00:00,11.47,13.00,29.00,150.78,B
114-08015,2018-05-16 10:00:00,11.42,15.00,29.00,151.53,C
114-08015,2018-05-16 11:00:00,10.33,15.00,29.00,167.52,B
114-08015,2018-05-16 12:00:00,9.82,13.00,29.00,176.10,C
114-08015,2018-05-16 13:00:00,14.07,14.00,29.00,122.98,B
114-08015,2018-05-16 14:00:00,12.72,13.00,29.00,136.04,C
114-08015,2018-05-16 15:00:00,8.48,9.00,29.00,203.91,B
114-08015,2018-05-16 16:00:00,6.00,10.00,29.00,288.26,C
114-08015,2018-05-16 17:00:00,9.97,9.00,29.00,173.47,C
114-08015,2018-05-16 18:00:00,7.98,13.00,29.00,216.75,C
114-08015,2018-05-16 19:00:00,10.28,17.00,29.00,168.26,B
114-08015,2018-05-16 20:00:00,20.09,21.00,29.00,86.12,B
114-08015,2018-05-16 21:00:00,11.47,16.00,29.00,150.76,B
114-08015,2018-05-16 22:00:00,13.82,15.00,29.00,125.17,A
114-08015,2018-05-16 23:00:00,43.00,17.00,29.00,40.23,A
114+08029,2018-05-16 00:00:00,25.14,18.00,29.00,130.14,B
114+08029,2018-05-16 01:00:00,10.48,12.00,29.00,312.25,A
114+08029,2018-05-16 02:00:00,15.39,22.00,29.00,212.61,A
114+08029,2018-05-16 03:00:00,23.00,17.00,29.00,142.23,A
114+08029,2018-05-16 04:00:00,8.00,15.00,29.00,408.90,A
114+08029,2018-05-16 05:00:00,11.31,17.00,29.00,289.16,B
114+08029,2018-05-16 06:00:00,13.42,15.00,29.00,243.74,C
114+08029,2018-05-16 07:00:00,12.40,13.00,29.00,263.75,C
114+08029,2018-05-16 08:00:00,10.97,12.00,29.00,298.17,C
114+08029,2018-05-16 09:00:00,11.35,11.00,29.00,288.27,C
114+08029,2018-05-16 10:00:00,10.87,11.00,29.00,300.88,C
114+08029,2018-05-16 11:00:00,9.88,12.00,29.00,331.06,C
114+08029,2018-05-16 12:00:00,11.34,12.00,29.00,288.58,C
114+08029,2018-05-16 13:00:00,13.49,13.00,29.00,242.51,C
114+08029,2018-05-16 14:00:00,11.98,13.00,29.00,273.02,C
114+08029,2018-05-16 15:00:00,13.08,13.00,29.00,250.01,C
114+08029,2018-05-16 16:00:00,10.69,12.00,29.00,305.92,C
114+08029,2018-05-16 17:00:00,12.33,11.00,29.00,265.28,C
114+08029,2018-05-16 18:00:00,9.62,13.00,29.00,339.89,C
114+08029,2018-05-16 19:00:00,13.53,13.00,29.00,241.82,C
114+08029,2018-05-16 20:00:00,12.20,16.00,29.00,268.11,C
114+08029,2018-05-16 21:00:00,11.41,15.00,29.00,286.67,C
114+08029,2018-05-16 22:00:00,14.03,15.00,29.00,233.22,B
114+08029,2018-05-16 23:00:00,9.61,15.00,29.00,340.40,B
114-14841,2018-05-16 00:00:00,41.98,40.00,50.00,50.63,A
114-14841,2018-05-16 01:00:00,42.14,48.00,50.00,50.43,A
114-14841,2018-05-16 03:00:00,45.00,47.00,50.00,47.23,A
114-14841,2018-05-16 04:00:00,49.45,41.00,50.00,42.97,A
114-14841,2018-05-16 05:00:00,33.48,33.00,50.00,63.47,B
114-14841,2018-05-16 06:00:00,37.23,39.00,50.00,57.09,B
114-14841,2018-05-16 07:00:00,17.63,27.00,50.00,120.53,C
114-14841,2018-05-16 08:00:00,20.62,23.00,50.00,103.04,C
114-14841,2018-05-16 09:00:00,30.44,28.00,50.00,69.80,C
114-14841,2018-05-16 10:00:00,31.94,34.00,50.00,66.54,B
114-14841,2018-05-16 11:00:00,26.31,32.00,50.00,80.76,C
114-14841,2018-05-16 12:00:00,23.06,29.00,50.00,92.16,C
114-14841,2018-05-16 13:00:00,29.94,37.00,50.00,70.97,C
114-14841,2018-05-16 14:00:00,18.41,31.00,50.00,115.44,C
114-14841,2018-05-16 15:00:00,10.58,19.00,50.00,200.90,C
114-14841,2018-05-16 16:00:00,22.52,17.00,50.00,94.37,C
114-14841,2018-05-16 17:00:00,23.47,16.00,50.00,90.53,C
114-14841,2018-05-16 18:00:00,24.87,24.00,50.00,85.45,C
114-14841,2018-05-16 19:00:00,30.62,29.00,50.00,69.40,C
114-14841,2018-05-16 20:00:00,37.53,38.00,50.00,56.63,B
114-14841,2018-05-16 21:00:00,26.08,35.00,50.00,81.49,B
114-14841,2018-05-16 22:00:00,55.32,35.00,50.00,38.42,A
114-14841,2018-05-16 23:00:00,32.40,43.00,50.00,65.59,B
114-08094,2018-05-16 00:00:00,4.00,13.00,30.00,131.01,A
114-08094,2018-05-16 04:00:00,7.06,14.00,30.00,74.24,A
114-08094,2018-05-16 06:00:00,10.00,9.00,30.00,52.40,A
114-08094,2018-05-16 07:00:00,19.80,9.00,30.00,26.47,A
114-08094,2018-05-16 08:00:00,8.50,7.00,30.00,61.61,B
114-08094,2018-05-16 09:00:00,7.55,6.00,30.00,69.38,B
114-08094,2018-05-16 10:00:00,8.70,9.00,30.00,60.26,B
114-08094,2018-05-16 11:00:00,6.22,9.00,30.00,84.22,A
114-08094,2018-05-16 12:00:00,10.24,8.00,30.00,51.17,A
114-08094,2018-05-16 13:00:00,7.24,8.00,30.00,72.37,A
114-08094,2018-05-16 14:00:00,7.92,9.00,30.00,66.16,B
114-08094,2018-05-16 15:00:00,8.00,9.00,30.00,65.50,B
114-08094,2018-05-16 16:00:00,6.00,9.00,30.00,87.34,A
114-08094,2018-05-16 17:00:00,8.50,8.00,30.00,61.63,A
114-08094,2018-05-16 18:00:00,7.56,8.00,30.00,69.32,A
114-08094,2018-05-16 19:00:00,5.27,8.00,30.00,99.50,A
114-08094,2018-05-16 20:00:00,11.00,10.00,30.00,47.64,A
114-08094,2018-05-16 21:00:00,8.26,13.00,30.00,63.42,A
114-08094,2018-05-16 22:00:00,14.00,11.00,30.00,37.43,A
114-08093,2018-05-16 04:00:00,12.00,,25.00,36.70,A
114-08093,2018-05-16 06:00:00,7.00,10.00,25.00,62.92,A
114-08093,2018-05-16 07:00:00,9.00,10.00,25.00,48.93,A
114-08093,2018-05-16 08:00:00,18.20,9.00,25.00,24.20,A
114-08093,2018-05-16 09:00:00,10.00,8.00,25.00,44.04,A
114-08093,2018-05-16 10:00:00,7.00,8.00,25.00,62.92,A
114-08093,2018-05-16 11:00:00,14.00,8.00,25.00,31.46,A
114-08093,2018-05-16 12:00:00,6.00,9.00,25.00,73.40,A
114-08093,2018-05-16 13:00:00,6.28,8.00,25.00,70.14,A
114-08093,2018-05-16 14:00:00,6.15,7.00,25.00,71.61,A
114-08093,2018-05-16 15:00:00,6.32,9.00,25.00,69.73,A
114-08093,2018-05-16 16:00:00,5.33,7.00,25.00,82.58,A
114-08093,2018-05-16 18:00:00,6.39,8.00,25.00,68.95,A
114-08093,2018-05-16 19:00:00,9.06,8.00,25.00,48.62,A
114-08093,2018-05-16 20:00:00,14.00,9.00,25.00,31.46,A
114-08093,2018-05-16 21:00:00,14.44,10.00,25.00,30.50,A
114+04197,2018-05-16 00:00:00,53.65,56.00,65.00,5.30,C
114+04197,2018-05-16 01:00:00,55.57,57.00,65.00,5.12,C
114+04197,2018-05-16 02:00:00,57.58,58.00,65.00,4.94,C
114+04197,2018-05-16 03:00:00,59.48,57.00,65.00,4.78,C
114+04197,2018-05-16 04:00:00,58.76,58.00,65.00,4.84,C
114+04197,2018-05-16 05:00:00,52.61,52.00,65.00,5.41,C
114+04197,2018-05-16 06:00:00,43.70,47.00,65.00,6.51,C
114+04197,2018-05-16 07:00:00,45.76,44.00,65.00,6.22,C
114+04197,2018-05-16 08:00:00,43.32,41.00,65.00,6.57,C
114+04197,2018-05-16 09:00:00,39.48,41.00,65.00,7.21,C
114+04197,2018-05-16 10:00:00,42.36,41.00,65.00,6.72,C
114+04197,2018-05-16 11:00:00,47.33,46.00,65.00,6.01,C
114+04197,2018-05-16 12:00:00,47.97,49.00,65.00,5.93,C
114+04197,2018-05-16 13:00:00,50.43,50.00,65.00,5.64,C
114+04197,2018-05-16 14:00:00,45.35,48.00,65.00,6.27,C
114+04197,2018-05-16 15:00:00,48.91,47.00,65.00,5.82,C
114+04197,2018-05-16 16:00:00,47.14,36.00,65.00,6.04,C
114+04197,2018-05-16 17:00:00,30.89,23.00,65.00,9.21,C
114+04197,2018-05-16 18:00:00,47.42,28.00,65.00,6.00,C
114+04197,2018-05-16 19:00:00,54.68,52.00,65.00,5.20,C
114+04197,2018-05-16 20:00:00,57.93,54.00,65.00,4.91,C
114+04197,2018-05-16 21:00:00,50.09,55.00,65.00,5.68,C
114+04197,2018-05-16 22:00:00,55.25,54.00,65.00,5.15,C
114+04197,2018-05-16 23:00:00,47.95,56.00,65.00,5.93,B
114+09920,2018-05-16 01:00:00,6.87,,25.00,168.33,A
114+09920,2018-05-16 05:00:00,6.00,11.00,25.00,192.87,A
114+09920,2018-05-16 06:00:00,20.00,9.00,25.00,57.86,A
114+09920,2018-05-16 07:00:00,7.61,8.00,25.00,151.98,B
114+09920,2018-05-16 08:00:00,15.78,7.00,25.00,73.32,B
114+09920,2018-05-16 09:00:00,9.53,8.00,25.00,121.38,B
114+09920,2018-05-16 10:00:00,12.35,8.00,25.00,93.68,A
114+09920,2018-05-16 11:00:00,6.37,9.00,25.00,181.62,B
114+09920,2018-05-16 12:00:00,10.24,8.00,25.00,112.96,B
114+09920,2018-05-16 13:00:00,12.18,9.00,25.00,95.02,A
114+09920,2018-05-16 14:00:00,8.03,9.00,25.00,144.20,B
114+09920,2018-05-16 15:00:00,10.53,8.00,25.00,109.94,B
114+09920,2018-05-16 16:00:00,6.20,9.00,25.00,186.50,B
114+09920,2018-05-16 17:00:00,9.55,9.00,25.00,121.13,A
114+09920,2018-05-16 18:00:00,9.26,10.00,25.00,124.91,B
114+09920,2018-05-16 19:00:00,8.62,10.00,25.00,134.29,A
114+09920,2018-05-16 20:00:00,7.74,10.00,25.00,149.55,B
114+09920,2018-05-16 21:00:00,12.00,8.00,25.00,96.44,A
114+09920,2018-05-16 22:00:00,7.87,11.00,25.00,146.95,A
114+09882,2018-05-16 00:00:00,6.00,13.00,26.00,468.63,A
114+09882,2018-05-16 01:00:00,20.26,14.00,26.00,138.80,A
114+09882,2018-05-16 03:00:00,11.00,11.00,26.00,255.62,A
114+09882,2018-05-16 04:00:00,14.00,11.00,26.00,200.84,A
114+09882,2018-05-16 06:00:00,15.76,11.00,26.00,178.38,B
114+09882,2018-05-16 07:00:00,13.07,11.00,26.00,215.14,C
114+09882,2018-05-16 08:00:00,10.17,10.00,26.00,276.51,C
114+09882,2018-05-16 09:00:00,12.07,10.00,26.00,232.96,C
114+09882,2018-05-16 10:00:00,12.78,11.00,26.00,220.07,B
114+09882,2018-05-16 11:00:00,13.18,11.00,26.00,213.37,B
114+09882,2018-05-16 12:00:00,15.20,12.00,26.00,185.00,B
114+09882,2018-05-16 13:00:00,11.47,11.00,26.00,245.05,C
114+09882,2018-05-16 14:00:00,11.61,9.00,26.00,242.26,B
114+09882,2018-05-16 15:00:00,7.66,8.00,26.00,366.95,B
114+09882,2018-05-16 16:00:00,5.03,9.00,26.00,559.41,C
114+09882,2018-05-16 17:00:00,6.59,8.00,26.00,426.46,B
114+09882,2018-05-16 18:00:00,13.16,9.00,26.00,213.72,B
114+09882,2018-05-16 19:00:00,12.80,12.00,26.00,219.76,B
114+09882,2018-05-16 20:00:00,12.87,13.00,26.00,218.45,C
114+09882,2018-05-16 21:00:00,13.47,12.00,26.00,208.68,B
114+09882,2018-05-16 22:00:00,10.01,12.00,26.00,280.82,B
114+09882,2018-05-16 23:00:00,18.05,12.00,26.00,155.74,A
114+04194,2018-05-16 00:00:00,48.64,56.00,63.00,40.72,C
114+04194,2018-05-16 01:00:00,51.30,53.00,63.00,38.61,C
114+04194,2018-05-16 02:00:00,53.26,56.00,63.00,37.18,C
114+04194,2018-05-16 03:00:00,40.77,57.00,63.00,48.58,C
114+04194,2018-05-16 04:00:00,54.88,56.00,63.00,36.09,C
114+04194,2018-05-16 05:00:00,42.43,41.00,63.00,46.68,C
114+04194,2018-05-16 06:00:00,22.14,21.00,63.00,89.45,C
114+04194,2018-05-16 07:00:00,14.68,17.00,63.00,134.87,C
114+04194,2018-05-16 08:00:00,15.38,15.00,63.00,128.80,C
114+04194,2018-05-16 09:00:00,16.04,15.00,63.00,123.49,C
114+04194,2018-05-16 10:00:00,17.06,17.00,63.00,116.08,C
114+04194,2018-05-16 11:00:00,33.87,31.00,63.00,58.47,C
114+04194,2018-05-16 12:00:00,48.46,40.00,63.00,40.87,C
114+04194,2018-05-16 13:00:00,46.24,49.00,63.00,42.84,C
114+04194,2018-05-16 14:00:00,23.17,37.00,63.00,85.48,C
114+04194,2018-05-16 15:00:00,24.84,29.00,63.00,79.74,C
114+04194,2018-05-16 16:00:00,22.52,28.00,63.00,87.95,C
114+04194,2018-05-16 17:00:00,21.43,25.00,63.00,92.41,C
114+04194,2018-05-16 18:00:00,34.98,36.00,63.00,56.61,C
114+04194,2018-05-16 19:00:00,54.76,54.00,63.00,36.17,C
114+04194,2018-05-16 20:00:00,54.84,56.00,63.00,36.11,C
114+04194,2018-05-16 21:00:00,54.25,56.00,63.00,36.51,C
114+04194,2018-05-16 22:00:00,51.77,55.00,63.00,38.26,C
114+04194,2018-05-16 23:00:00,50.39,57.00,63.00,39.30,C
114+04196,2018-05-16 00:00:00,52.55,55.00,64.00,7.72,C
114+04196,2018-05-16 01:00:00,55.35,58.00,64.00,7.33,C
114+04196,2018-05-16 02:00:00,57.70,58.00,64.00,7.04,B
114+04196,2018-05-16 03:00:00,59.53,58.00,64.00,6.82,C
114+04196,2018-05-16 04:00:00,58.33,59.00,64.00,6.96,C
114+04196,2018-05-16 05:00:00,51.78,52.00,64.00,7.84,C
114+04196,2018-05-16 06:00:00,42.70,46.00,64.00,9.51,C
114+04196,2018-05-16 07:00:00,44.06,43.00,64.00,9.21,C
114+04196,2018-05-16 08:00:00,41.46,41.00,64.00,9.79,C
114+04196,2018-05-16 09:00:00,38.33,39.00,64.00,10.59,C
114+04196,2018-05-16 10:00:00,41.67,40.00,64.00,9.74,C
114+04196,2018-05-16 11:00:00,45.05,45.00,64.00,9.01,C
114+04196,2018-05-16 12:00:00,46.31,49.00,64.00,8.77,C
114+04196,2018-05-16 13:00:00,48.82,49.00,64.00,8.31,C
114+04196,2018-05-16 14:00:00,46.12,48.00,64.00,8.80,C
114+04196,2018-05-16 15:00:00,46.81,48.00,64.00,8.67,C
114+04196,2018-05-16 16:00:00,45.46,37.00,64.00,8.93,C
114+04196,2018-05-16 17:00:00,37.82,24.00,64.00,10.73,C
114+04196,2018-05-16 18:00:00,48.57,31.00,64.00,8.36,C
114+04196,2018-05-16 19:00:00,54.50,53.00,64.00,7.45,C
114+04196,2018-05-16 20:00:00,55.55,55.00,64.00,7.31,C
114+04196,2018-05-16 21:00:00,53.36,54.00,64.00,7.61,C
114+04196,2018-05-16 22:00:00,54.65,54.00,64.00,7.43,C
114+04196,2018-05-16 23:00:00,47.51,56.00,64.00,8.54,B
114+09881,2018-05-16 02:00:00,30.00,10.00,32.00,105.25,A
114+09881,2018-05-16 04:00:00,11.31,18.00,32.00,279.20,B
114+09881,2018-05-16 05:00:00,17.78,15.00,32.00,177.62,A
114+09881,2018-05-16 06:00:00,9.24,12.00,32.00,341.72,B
114+09881,2018-05-16 07:00:00,9.10,10.00,32.00,346.94,C
114+09881,2018-05-16 08:00:00,7.71,9.00,32.00,409.63,C
114+09881,2018-05-16 09:00:00,9.17,9.00,32.00,344.25,C
114+09881,2018-05-16 10:00:00,10.63,10.00,32.00,296.93,B
114+09881,2018-05-16 11:00:00,10.77,11.00,32.00,293.15,B
114+09881,2018-05-16 12:00:00,7.64,12.00,32.00,413.31,B
114+09881,2018-05-16 13:00:00,8.85,12.00,32.00,356.71,B
114+09881,2018-05-16 14:00:00,11.32,10.00,32.00,278.84,B
114+09881,2018-05-16 15:00:00,10.74,12.00,32.00,293.88,B
114+09881,2018-05-16 16:00:00,8.86,11.00,32.00,356.31,C
114+09881,2018-05-16 17:00:00,10.28,11.00,32.00,307.18,B
114+09881,2018-05-16 18:00:00,8.55,10.00,32.00,369.29,B
114+09881,2018-05-16 19:00:00,10.20,14.00,32.00,309.60,B
114+09881,2018-05-16 20:00:00,18.17,14.00,32.00,173.79,B
114+09881,2018-05-16 21:00:00,14.11,15.00,32.00,223.75,B
114+09881,2018-05-16 22:00:00,10.91,14.00,32.00,289.45,A
114+09881,2018-05-16 23:00:00,23.91,15.00,32.00,132.05,A
114+04634,2018-05-16 00:00:00,51.00,44.00,57.00,11.43,A
114+04634,2018-05-16 01:00:00,69.00,38.00,57.00,8.44,A
114+04634,2018-05-16 03:00:00,47.00,53.00,57.00,12.40,A
114+04634,2018-05-16 04:00:00,44.00,51.00,57.00,13.24,A
114+04634,2018-05-16 05:00:00,37.60,40.00,57.00,15.50,B
114+04634,2018-05-16 06:00:00,27.09,42.00,57.00,21.51,B
114+04634,2018-05-16 07:00:00,43.17,34.00,57.00,13.50,B
114+04634,2018-05-16 08:00:00,36.99,22.00,57.00,15.75,B
114+04634,2018-05-16 09:00:00,32.21,23.00,57.00,18.09,C
114+04634,2018-05-16 10:00:00,42.40,26.00,57.00,13.74,B
114+04634,2018-05-16 11:00:00,40.11,31.00,57.00,14.53,C
114+04634,2018-05-16 12:00:00,41.03,30.00,57.00,14.20,C
114+04634,2018-05-16 13:00:00,34.32,26.00,57.00,16.98,B
114+04634,2018-05-16 14:00:00,34.45,26.00,57.00,16.91,B
114+04634,2018-05-16 15:00:00,32.21,29.00,57.00,18.09,C
114+04634,2018-05-16 16:00:00,28.36,20.00,57.00,20.55,C
114+04634,2018-05-16 17:00:00,14.89,14.00,57.00,39.13,C
114+04634,2018-05-16 18:00:00,19.63,17.00,57.00,29.68,C
114+04634,2018-05-16 19:00:00,43.22,24.00,57.00,13.48,A
114+04634,2018-05-16 20:00:00,35.28,23.00,57.00,16.52,A
114+04634,2018-05-16 21:00:00,49.47,28.00,57.00,11.78,A
114+04634,2018-05-16 22:00:00,36.76,26.00,57.00,15.85,A
114+04634,2018-05-16 23:00:00,40.00,34.00,57.00,14.57,A
114+04630,2018-05-16 00:00:00,33.92,53.00,51.00,64.29,A
114+04630,2018-05-16 01:00:00,37.06,59.00,51.00,58.84,A
114+04630,2018-05-16 02:00:00,39.34,42.00,51.00,55.42,A
114+04630,2018-05-16 03:00:00,45.81,49.00,51.00,47.60,A
114+04630,2018-05-16 04:00:00,38.40,48.00,51.00,56.78,A
114+04630,2018-05-16 05:00:00,43.10,35.00,51.00,50.59,B
114+04630,2018-05-16 06:00:00,34.33,25.00,51.00,63.52,C
114+04630,2018-05-16 07:00:00,24.70,19.00,51.00,88.27,C
114+04630,2018-05-16 08:00:00,26.93,12.00,51.00,80.97,C
114+04630,2018-05-16 09:00:00,27.42,14.00,51.00,79.52,C
114+04630,2018-05-16 10:00:00,28.45,19.00,51.00,76.64,C
114+04630,2018-05-16 11:00:00,32.39,29.00,51.00,67.32,C
114+04630,2018-05-16 12:00:00,32.61,30.00,51.00,66.87,C
114+04630,2018-05-16 13:00:00,35.60,32.00,51.00,61.24,C
114+04630,2018-05-16 14:00:00,29.99,31.00,51.00,72.71,C
