Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
84	09:41:33	09:41:33	09:41:33	09:41:33	09:41:33	09:41:33			09:41:33	09:41:33	09:41:36	09:41:36	09:41:36	09:41:36	09:41:36	09:41:36			09:41:37	09:41:37		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
85	09:41:37	09:41:37	09:41:37	09:41:37	09:41:37	09:41:37			09:41:37	09:41:37	09:41:40	09:41:40	09:41:40	09:41:40	09:41:40	09:41:40			09:41:40	09:41:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
86	09:41:40	09:41:40	09:41:40	09:41:40	09:41:40	09:41:40			09:41:41	09:41:41	09:41:43	09:41:43	09:41:43	09:41:43	09:41:43	09:41:43			09:41:44	09:41:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
87	09:41:44	09:41:44	09:41:44	09:41:44	09:41:45	09:41:45			09:41:45	09:41:45	09:41:47	09:41:47	09:41:47	09:41:47	09:41:47	09:41:47			09:41:48	09:41:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
88	09:41:48	09:41:48	09:41:48	09:41:48	09:41:48	09:41:48			09:41:48	09:41:48	09:41:50	09:41:50	09:41:50	09:41:50	09:41:50	09:41:50			09:41:51	09:41:51		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
89	09:41:51	09:41:51	09:41:51	09:41:51	09:41:52	09:41:52			09:41:52	09:41:52	09:41:54	09:41:54	09:41:54	09:41:54	09:41:54	09:41:54			09:41:55	09:41:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
90	09:41:56	09:41:56	09:41:56	09:41:56	09:41:56	09:41:56	09:41:56	09:41:56	09:41:56	09:41:56	09:41:59	09:41:59	09:41:59	09:41:59	09:41:59	09:41:59	09:41:59	09:41:59	09:42:02	09:42:02		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:02	00:00:06
91	09:42:02	09:42:02	09:42:02	09:42:02	09:42:02	09:42:02			09:42:02	09:42:02	09:42:05	09:42:05	09:42:05	09:42:05	09:42:05	09:42:05			09:42:05	09:42:05		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
92	09:42:06	09:42:06	09:42:06	09:42:06	09:42:06	09:42:06			09:42:06	09:42:06	09:42:09	09:42:09	09:42:09	09:42:09	09:42:09	09:42:09			09:42:09	09:42:09		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
93	09:42:09	09:42:09	09:42:09	09:42:09	09:42:10	09:42:10			09:42:10	09:42:10	09:42:12	09:42:12	09:42:12	09:42:12	09:42:12	09:42:12			09:42:13	09:42:13		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
94	09:42:13	09:42:13	09:42:13	09:42:13	09:42:13	09:42:13			09:42:13	09:42:13	09:42:16	09:42:16	09:42:16	09:42:16	09:42:16	09:42:16			09:42:17	09:42:17		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
95	09:42:17	09:42:17	09:42:17	09:42:17	09:42:17	09:42:17			09:42:17	09:42:17	09:42:20	09:42:20	09:42:20	09:42:20	09:42:20	09:42:20			09:42:20	09:42:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
96	09:42:20	09:42:20	09:42:20	09:42:20	09:42:21	09:42:21			09:42:21	09:42:21	09:42:24	09:42:24	09:42:24	09:42:24	09:42:24	09:42:24			09:42:24	09:42:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
97	09:42:25	09:42:25	09:42:25	09:42:25	09:42:25	09:42:25			09:42:25	09:42:25	09:42:27	09:42:27	09:42:27	09:42:27	09:42:27	09:42:27			09:42:28	09:42:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
98	09:42:28	09:42:28	09:42:28	09:42:28	09:42:28	09:42:28			09:42:28	09:42:28	09:42:31	09:42:31	09:42:31	09:42:31	09:42:31	09:42:31			09:42:32	09:42:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
99	09:42:32	09:42:32	09:42:32	09:42:32	09:42:32	09:42:32			09:42:32	09:42:32	09:42:35	09:42:35	09:42:35	09:42:35	09:42:35	09:42:35			09:42:36	09:42:36		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
100	09:42:36	09:42:36	09:42:36	09:42:36	09:42:36	09:42:36	09:42:36	09:42:36	09:42:36	09:42:36	09:42:39	09:42:39	09:42:39	09:42:39	09:42:39	09:42:39	09:42:39	09:42:39	09:42:42	09:42:42		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:02	00:00:05
101	09:42:42	09:42:42	09:42:42	09:42:42	09:42:42	09:42:42			09:42:42	09:42:42	09:42:45	09:42:45	09:42:45	09:42:45	09:42:45	09:42:45			09:42:45	09:42:45		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
102	09:42:45	09:42:45	09:42:45	09:42:45	09:42:46	09:42:46			09:42:46	09:42:46	09:42:48	09:42:48	09:42:48	09:42:48	09:42:48	09:42:48			09:42:49	09:42:49		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
103	09:42:49	09:42:49	09:42:49	09:42:49	09:42:49	09:42:49			09:42:49	09:42:49	09:42:52	09:42:52	09:42:52	09:42:52	09:42:52	09:42:52			09:42:52	09:42:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
104	09:42:52	09:42:52	09:42:52	09:42:52	09:42:53	09:42:53			09:42:53	09:42:53	09:42:55	09:42:55	09:42:55	09:42:55	09:42:55	09:42:55			09:42:56	09:42:56		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
105	09:42:56	09:42:56	09:42:56	09:42:56	09:42:56	09:42:56			09:42:56	09:42:56	09:42:59	09:42:59	09:42:59	09:42:59	09:42:59	09:42:59			09:42:59	09:42:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
106	09:43:00	09:43:00	09:43:00	09:43:00	09:43:00	09:43:00			09:43:00	09:43:00	09:43:03	09:43:03	09:43:03	09:43:03	09:43:03	09:43:03			09:43:04	09:43:04		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
107	09:43:04	09:43:04	09:43:04	09:43:04	09:43:04	09:43:04			09:43:04	09:43:04	09:43:06	09:43:06	09:43:06	09:43:06	09:43:06	09:43:06			09:43:07	09:43:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
108	09:43:07	09:43:07	09:43:07	09:43:07	09:43:08	09:43:08			09:43:08	09:43:08	09:43:10	09:43:10	09:43:10	09:43:10	09:43:10	09:43:10			09:43:11	09:43:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
109	09:43:11	09:43:11	09:43:11	09:43:11	09:43:12	09:43:12			09:43:12	09:43:12	09:43:14	09:43:14	09:43:14	09:43:14	09:43:14	09:43:14			09:43:15	09:43:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
110	09:43:15	09:43:15	09:43:15	09:43:15	09:43:16	09:43:16	09:43:16	09:43:16	09:43:16	09:43:16	09:43:18	09:43:18	09:43:18	09:43:18	09:43:18	09:43:18	09:43:18	09:43:18	09:43:21	09:43:21		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:02	00:00:05
111	09:43:21	09:43:21	09:43:21	09:43:21	09:43:21	09:43:21			09:43:21	09:43:21	09:43:24	09:43:24	09:43:24	09:43:24	09:43:24	09:43:24			09:43:24	09:43:24		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
112	09:43:25	09:43:25	09:43:25	09:43:25	09:43:25	09:43:25			09:43:25	09:43:25	09:43:27	09:43:27	09:43:27	09:43:27	09:43:27	09:43:27			09:43:28	09:43:28		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
113	09:43:28	09:43:28	09:43:28	09:43:28	09:43:28	09:43:28			09:43:28	09:43:28	09:43:31	09:43:31	09:43:31	09:43:31	09:43:31	09:43:31			09:43:31	09:43:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
114	09:43:31	09:43:31	09:43:31	09:43:31	09:43:32	09:43:32			09:43:32	09:43:32	09:43:34	09:43:34	09:43:34	09:43:34	09:43:34	09:43:34			09:43:35	09:43:35		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
115	09:43:35	09:43:35	09:43:35	09:43:35	09:43:35	09:43:35			09:43:35	09:43:35	09:43:38	09:43:38	09:43:38	09:43:38	09:43:38	09:43:38			09:43:38	09:43:38		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
116	09:43:39	09:43:39	09:43:39	09:43:39	09:43:39	09:43:39			09:43:39	09:43:39	09:43:42	09:43:42	09:43:42	09:43:42	09:43:42	09:43:42			09:43:43	09:43:43		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:04
117	09:43:43	09:43:43	09:43:43	09:43:43	09:43:43	09:43:43			09:43:43	09:43:43	09:43:46	09:43:46	09:43:46	09:43:46	09:43:46	09:43:46			09:43:47	09:43:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
118	09:43:47	09:43:47	09:43:47	09:43:47	09:43:47	09:43:47			09:43:47	09:43:47	09:43:50	09:43:50	09:43:50	09:43:50	09:43:50	09:43:50			09:43:50	09:43:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
119	09:43:50	09:43:50	09:43:50	09:43:50	09:43:51	09:43:51			09:43:51	09:43:51	09:43:53	09:43:53	09:43:53	09:43:53	09:43:53	09:43:53			09:43:54	09:43:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
120	09:43:54	09:43:54	09:43:54	09:43:54	09:43:54	09:43:54	09:43:54	09:43:54	09:43:54	09:43:54	09:43:57	09:43:57	09:43:57	09:43:57	09:43:57	09:43:57	09:43:57	09:43:57	09:44:00	09:44:00		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:02	00:00:05
121	09:44:00	09:44:00	09:44:00	09:44:00	09:44:00	09:44:00			09:44:00	09:44:00	09:44:03	09:44:03	09:44:03	09:44:03	09:44:03	09:44:03			09:44:03	09:44:03		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
122	09:44:03	09:44:03	09:44:03	09:44:03	09:44:03	09:44:03			09:44:03	09:44:03	09:44:06	09:44:06	09:44:06	09:44:06	09:44:06	09:44:06			09:44:07	09:44:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
123	09:44:07	09:44:07	09:44:07	09:44:07	09:44:07	09:44:07			09:44:07	09:44:07	09:44:09	09:44:09	09:44:09	09:44:09	09:44:09	09:44:09			09:44:10	09:44:10		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
124	09:44:10	09:44:10	09:44:10	09:44:10	09:44:10	09:44:10			09:44:10	09:44:10	09:44:14	09:44:14	09:44:14	09:44:14	09:44:14	09:44:14			09:44:14	09:44:14		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:04
125	09:44:15	09:44:15	09:44:15	09:44:15	09:44:15	09:44:15			09:44:15	09:44:15	09:44:17	09:44:17	09:44:17	09:44:17	09:44:17	09:44:17			09:44:18	09:44:18		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
126	09:44:18	09:44:18	09:44:18	09:44:18	09:44:18	09:44:18			09:44:18	09:44:18	09:44:21	09:44:21	09:44:21	09:44:21	09:44:21	09:44:21			09:44:22	09:44:22		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
127	09:44:22	09:44:22	09:44:22	09:44:22	09:44:22	09:44:22			09:44:22	09:44:22	09:44:25	09:44:25	09:44:25	09:44:25	09:44:25	09:44:25			09:44:26	09:44:26		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
128	09:44:26	09:44:26	09:44:26	09:44:26	09:44:26	09:44:26			09:44:26	09:44:26	09:44:29	09:44:29	09:44:29	09:44:29	09:44:29	09:44:29			09:44:30	09:44:30		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
129	09:44:30	09:44:30	09:44:30	09:44:30	09:44:30	09:44:30			09:44:30	09:44:30	09:44:33	09:44:33	09:44:33	09:44:33	09:44:33	09:44:33			09:44:34	09:44:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
130	09:44:34	09:44:34	09:44:34	09:44:34	09:44:34	09:44:34	09:44:34	09:44:34	09:44:34	09:44:34	09:44:37	09:44:37	09:44:37	09:44:37	09:44:37	09:44:37	09:44:37	09:44:37	09:44:39	09:44:39		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:02	00:00:05
131	09:44:40	09:44:40	09:44:40	09:44:40	09:44:40	09:44:40			09:44:40	09:44:40	09:44:42	09:44:42	09:44:42	09:44:42	09:44:42	09:44:42			09:44:43	09:44:43		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
132	09:44:43	09:44:43	09:44:43	09:44:43	09:44:43	09:44:43			09:44:43	09:44:43	09:44:46	09:44:46	09:44:46	09:44:46	09:44:46	09:44:46			09:44:47	09:44:47		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
133	09:44:47	09:44:47	09:44:47	09:44:47	09:44:47	09:44:47			09:44:47	09:44:47	09:44:50	09:44:50	09:44:50	09:44:50	09:44:50	09:44:50			09:44:50	09:44:50		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
134	09:44:51	09:44:51	09:44:51	09:44:51	09:44:51	09:44:51			09:44:51	09:44:51	09:44:53	09:44:53	09:44:53	09:44:53	09:44:53	09:44:53			09:44:54	09:44:54		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
135	09:44:54	09:44:54	09:44:54	09:44:54	09:44:55	09:44:55			09:44:55	09:44:55	09:44:58	09:44:58	09:44:58	09:44:58	09:44:58	09:44:58			09:44:58	09:44:58		00:00:00	00:00:00		00:00:00	00:00:03	00:00:00	00:00:00		00:00:00	00:00:03
136	09:44:58	09:44:58	09:44:58	09:44:58	09:44:58	09:44:58			09:44:58	09:44:58	09:45:01	09:45:01	09:45:01	09:45:01	09:45:01	09:45:01			09:45:02	09:45:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
137	09:45:02	09:45:02	09:45:02	09:45:02	09:45:02	09:45:02			09:45:02	09:45:02	09:45:05	09:45:05	09:45:05	09:45:05	09:45:05	09:45:05			09:45:07	09:45:07		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:02	00:00:04
138	09:45:07	09:45:07	09:45:07	09:45:07	09:45:07	09:45:07			09:45:07	09:45:07	09:45:10	09:45:10	09:45:10	09:45:10	09:45:10	09:45:10			09:45:11	09:45:11		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
139	09:45:11	09:45:11	09:45:11	09:45:11	09:45:11	09:45:11			09:45:11	09:45:11	09:45:14	09:45:14	09:45:14	09:45:14	09:45:14	09:45:14			09:45:15	09:45:15		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
140	09:45:15	09:45:15	09:45:15	09:45:15	09:45:15	09:45:15	09:45:15	09:45:16	09:45:16	09:45:16	09:45:18	09:45:18	09:45:18	09:45:18	09:45:18	09:45:18	09:45:18	09:45:18	09:45:21	09:45:21		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:02	00:00:06
141	09:45:22	09:45:22	09:45:22	09:45:22	09:45:22	09:45:22			09:45:22	09:45:22	09:45:24	09:45:24	09:45:24	09:45:24	09:45:24	09:45:24			09:45:25	09:45:25		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
142	09:45:25	09:45:25	09:45:25	09:45:25	09:45:26	09:45:26			09:45:26	09:45:26	09:45:28	09:45:28	09:45:28	09:45:28	09:45:28	09:45:28			09:45:29	09:45:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
143	09:45:29	09:45:29	09:45:29	09:45:29	09:45:29	09:45:29			09:45:29	09:45:29	09:45:32	09:45:32	09:45:32	09:45:32	09:45:32	09:45:32			09:45:32	09:45:32		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
144	09:45:32	09:45:32	09:45:32	09:45:32	09:45:33	09:45:33			09:45:33	09:45:33	09:45:35	09:45:35	09:45:35	09:45:35	09:45:35	09:45:35			09:45:36	09:45:36		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
145	09:45:36	09:45:36	09:45:36	09:45:36	09:45:36	09:45:36			09:45:37	09:45:37	09:45:39	09:45:39	09:45:39	09:45:39	09:45:39	09:45:39			09:45:40	09:45:40		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
146	09:45:40	09:45:40	09:45:40	09:45:40	09:45:40	09:45:40			09:45:40	09:45:40	09:45:43	09:45:43	09:45:43	09:45:43	09:45:43	09:45:43			09:45:44	09:45:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
147	09:45:44	09:45:44	09:45:44	09:45:44	09:45:44	09:45:44			09:45:44	09:45:44	09:45:47	09:45:47	09:45:47	09:45:47	09:45:47	09:45:47			09:45:48	09:45:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:03
148	09:45:48	09:45:48	09:45:48	09:45:48	09:45:48	09:45:48			09:45:48	09:45:48	09:45:51	09:45:51	09:45:51	09:45:51	09:45:51	09:45:51			09:45:52	09:45:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
149	09:45:52	09:45:52	09:45:52	09:45:52	09:45:52	09:45:52			09:45:52	09:45:52	09:45:54	09:45:54	09:45:54	09:45:54	09:45:54	09:45:54			09:45:55	09:45:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
150	09:45:56	09:45:56	09:45:56	09:45:56	09:45:56	09:45:56	09:45:56	09:45:56	09:45:56	09:45:56	09:45:59	09:45:59	09:45:59	09:45:59	09:45:59	09:45:59	09:45:59	09:45:59	09:46:02	09:46:02		00:00:00	00:00:00	00:00:00	00:00:00	00:00:03	00:00:00	00:00:00	00:00:00	00:00:02	00:00:06
151	09:46:02	09:46:02	09:46:02	09:46:02	09:46:02	09:46:02			09:46:02	09:46:02	09:46:05	09:46:05	09:46:05	09:46:05	09:46:05	09:46:05			09:46:06	09:46:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
152	09:46:06	09:46:06	09:46:06	09:46:06	09:46:06	09:46:06			09:46:06	09:46:06	09:46:09	09:46:09	09:46:09	09:46:09	09:46:09	09:46:09			09:46:09	09:46:09		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
153	09:46:10	09:46:10	09:46:10	09:46:10	09:46:10	09:46:10			09:46:10	09:46:10	09:46:12	09:46:12	09:46:12	09:46:12	09:46:12	09:46:12			09:46:13	09:46:13		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
154	09:46:13	09:46:13	09:46:13	09:46:13	09:46:13	09:46:13			09:46:13	09:46:13	09:46:16	09:46:16	09:46:16	09:46:16	09:46:16	09:46:16			09:46:16	09:46:16		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
155	09:46:16	09:46:16	09:46:16	09:46:16	09:46:17	09:46:17			09:46:17	09:46:17	09:46:19	09:46:19	09:46:19	09:46:19	09:46:19	09:46:19			09:46:20	09:46:20		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
156	09:46:20	09:46:20	09:46:20	09:46:20	09:46:20	09:46:20			09:46:20	09:46:20	09:46:23	09:46:23	09:46:23	09:46:23	09:46:23	09:46:23			09:46:23	09:46:23		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
157	09:46:24	09:46:24	09:46:24	09:46:24	09:46:24	09:46:24			09:46:24	09:46:24	09:46:26	09:46:26	09:46:26	09:46:26	09:46:26	09:46:26			09:46:27	09:46:27		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
158	09:46:27	09:46:27	09:46:27	09:46:27	09:46:27	09:46:27			09:46:27	09:46:27	09:46:30	09:46:30	09:46:30	09:46:30	09:46:30	09:46:30			09:46:31	09:46:31		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
159	09:46:31	09:46:31	09:46:31	09:46:31	09:46:31	09:46:31			09:46:31	09:46:31	09:46:33	09:46:33	09:46:33	09:46:33	09:46:33	09:46:33			09:46:34	09:46:34		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
160	09:46:34	09:46:34	09:46:34	09:46:34	09:46:34	09:46:34	09:46:34	09:46:35	09:46:35	09:46:35	09:46:37	09:46:37	09:46:37	09:46:37	09:46:37	09:46:37	09:46:37	09:46:37	09:46:40	09:46:40		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:02	00:00:05
161	09:46:40	09:46:40	09:46:40	09:46:40	09:46:40	09:46:40			09:46:40	09:46:40	09:46:43	09:46:43	09:46:43	09:46:43	09:46:43	09:46:43			09:46:44	09:46:44		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:01	00:00:04
162	09:46:44	09:46:44	09:46:44	09:46:44	09:46:45	09:46:45			09:46:45	09:46:45	09:46:47	09:46:47	09:46:47	09:46:47	09:46:47	09:46:47			09:46:48	09:46:48		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
163	09:46:48	09:46:48	09:46:48	09:46:48	09:46:48	09:46:48			09:46:48	09:46:48	09:46:51	09:46:51	09:46:51	09:46:51	09:46:51	09:46:51			09:46:52	09:46:52		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
164	09:46:52	09:46:52	09:46:52	09:46:52	09:46:52	09:46:52			09:46:52	09:46:52	09:46:55	09:46:55	09:46:55	09:46:55	09:46:55	09:46:55			09:46:55	09:46:55		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
165	09:46:55	09:46:55	09:46:55	09:46:55	09:46:56	09:46:56			09:46:56	09:46:56	09:46:58	09:46:58	09:46:58	09:46:58	09:46:58	09:46:58			09:46:59	09:46:59		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
166	09:46:59	09:46:59	09:46:59	09:46:59	09:46:59	09:46:59			09:46:59	09:46:59	09:47:02	09:47:02	09:47:02	09:47:02	09:47:02	09:47:02			09:47:02	09:47:02		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
167	09:47:02	09:47:02	09:47:02	09:47:02	09:47:03	09:47:03			09:47:03	09:47:03	09:47:05	09:47:05	09:47:05	09:47:05	09:47:05	09:47:05			09:47:06	09:47:06		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
168	09:47:06	09:47:06	09:47:06	09:47:06	09:47:06	09:47:06			09:47:06	09:47:06	09:47:09	09:47:09	09:47:09	09:47:09	09:47:09	09:47:09			09:47:09	09:47:09		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
169	09:47:10	09:47:10	09:47:10	09:47:10	09:47:10	09:47:10			09:47:10	09:47:10	09:47:12	09:47:12	09:47:12	09:47:12	09:47:12	09:47:12			09:47:13	09:47:13		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
170	09:47:13	09:47:13	09:47:13	09:47:13	09:47:13	09:47:13	09:47:13	09:47:13	09:47:13	09:47:13	09:47:16	09:47:16	09:47:16	09:47:16	09:47:16	09:47:16	09:47:16	09:47:16	09:47:18	09:47:18		00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:00	00:00:00	00:00:00	00:00:02	00:00:05
171	09:47:18	09:47:18	09:47:18	09:47:18	09:47:19	09:47:19			09:47:19	09:47:19	09:47:21	09:47:21	09:47:21	09:47:21	09:47:21	09:47:21			09:47:22	09:47:22		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
172	09:47:22	09:47:22	09:47:22	09:47:22	09:47:22	09:47:22			09:47:22	09:47:22	09:47:25	09:47:25	09:47:25	09:47:25	09:47:25	09:47:25			09:47:26	09:47:26		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
173	09:47:26	09:47:26	09:47:26	09:47:26	09:47:26	09:47:26			09:47:26	09:47:26	09:47:29	09:47:29	09:47:29	09:47:29	09:47:29	09:47:29			09:47:29	09:47:29		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
174	09:47:29	09:47:29	09:47:29	09:47:29	09:47:30	09:47:30			09:47:30	09:47:30	09:47:32	09:47:32	09:47:32	09:47:32	09:47:32	09:47:32			09:47:33	09:47:33		00:00:00	00:00:00		00:00:00	00:00:02	00:00:00	00:00:00		00:00:00	00:00:03
