trip_id,route_id,route_shor,stop_id,stop_name,stop_lat,stop_lon,hour,minute,sec,stop_order
"41986539","100028","13","2180",Queen Anne Ave N & W Harrison St,47.621833799999997,-122.356819000000002,"7","49","57","15"
"41986539","100028","13","2200",Queen Anne Ave N & W John St,47.619213100000003,-122.356849999999994,"7","51","5","16"
"41986539","100028","13","2244",Denny Way & 2nd Ave N,47.618515000000002,-122.351699999999994,"7","52","49","17"
"41986539","100028","13","2220",3rd Ave & Cedar St,47.616874699999997,-122.348624999999998,"7","54","0","18"
"47378651","100024","125","1565",Columbia St & Western Ave,47.602745100000000,-122.336074999999994,"5","38","43","3"
"47378651","100024","125","539",3rd Ave & Marion St,47.604804999999999,-122.333160000000007,"5","39","26","4"
"47378651","100024","125","558",3rd Ave & Seneca St,47.607051800000001,-122.335212999999996,"5","40","0","5"
"47378651","100024","125","578",3rd Ave & Pike St,47.610485099999998,-122.338356000000005,"5","41","11","6"
"47378651","100024","125","433",3rd Ave & Pike St,47.609069800000000,-122.337288000000001,"5","44","21","7"
"47378651","100024","125","468",3rd Ave & Seneca St,47.606502499999998,-122.334937999999994,"5","45","14","8"
"47378651","100024","125","481",3rd Ave & Columbia St,47.604263300000000,-122.332901000000007,"5","46","0","9"
"47378651","100024","125","1558",Columbia St & Alaskan Way,47.602470400000001,-122.337119999999999,"5","46","44","10"
"47376668","100023","124","21765",6th Ave S & S Atlantic St,47.590885200000002,-122.325867000000002,"6","20","47","42"
"47376668","100023","124","30635",4th Ave S & S Royal Brougham Way,47.593341799999997,-122.328957000000003,"6","22","0","43"
"47376705","100023","124","2220",3rd Ave & Cedar St,47.616874699999997,-122.348624999999998,"6","45","0","1"
"47376705","100023","124","400",3rd Ave & Bell St,47.614444700000000,-122.344513000000006,"6","46","40","2"
"47376705","100023","124","420",3rd Ave & Virginia St,47.612438200000000,-122.341110000000000,"6","48","3","3"
"47376705","100023","124","433",3rd Ave & Pike St,47.609069800000000,-122.337288000000001,"6","50","0","4"
"47376705","100023","124","468",3rd Ave & Seneca St,47.606502499999998,-122.334937999999994,"6","52","4","5"
"47376705","100023","124","490",3rd Ave & Cherry St,47.603580500000000,-122.332274999999996,"6","54","25","6"
"47376705","100023","124","515",3rd Ave S & S Main St,47.600238800000000,-122.330376000000001,"6","57","0","7"
"47376705","100023","124","21833",6th Ave S & S Royal Brougham Way,47.592048599999998,-122.326072999999994,"7","1","0","8"
"47419577","100019","120","1565",Columbia St & Western Ave,47.602745100000000,-122.336074999999994,"6","10","3","39"
"47419577","100019","120","548",3rd Ave & Madison St,47.605541199999998,-122.333832000000001,"6","11","0","40"
"47419577","100019","120","570",3rd Ave & Union St,47.608688399999998,-122.336699999999993,"6","12","36","41"
"47419577","100019","120","590",3rd Ave & Pine St,47.611137399999997,-122.338950999999994,"6","13","51","42"
"47419577","100019","120","600",3rd Ave & Virginia St,47.612995099999999,-122.341742999999994,"6","15","0","43"
"47419580","100019","120","420",3rd Ave & Virginia St,47.612438200000000,-122.341110000000000,"7","4","0","1"
"47419580","100019","120","433",3rd Ave & Pike St,47.609069800000000,-122.337288000000001,"7","6","0","2"
"47419580","100019","120","468",3rd Ave & Seneca St,47.606502499999998,-122.334937999999994,"7","8","8","3"
"47419580","100019","120","481",3rd Ave & Columbia St,47.604263300000000,-122.332901000000007,"7","10","0","4"
"47419580","100019","120","1558",Columbia St & Alaskan Way,47.602470400000001,-122.337119999999999,"7","10","41","5"
"49188777","100018","12","1420",Madison St & 2nd Ave,47.605327600000003,-122.334923000000003,"7","2","0","1"
"49188777","100018","12","1890",Marion St & 1st Ave,47.604145099999997,-122.335021999999995,"7","4","17","2"
"49188777","100018","12","1580",Marion St & 2nd Ave,47.604534100000002,-122.334075999999996,"7","5","0","3"
"49188777","100018","12","1590",Marion St & 4th Ave,47.605461099999999,-122.331862999999998,"7","6","9","4"
"49188777","100018","12","1300",Madison St & 8th Ave,47.608028400000002,-122.328079000000002,"7","9","0","5"
"49188777","100018","12","13291",Madison St & Boren Ave,47.609424599999997,-122.324744999999993,"7","10","43","6"
"49188777","100018","12","13292",Madison St & Summit Ave,47.610347699999998,-122.322533000000007,"7","11","52","7"
"49188777","100018","12","13293",E Madison St & Broadway,47.611267099999999,-122.320335000000000,"7","13","0","8"
"49188777","100018","12","3156",E Madison St & 12th Ave,47.612480200000000,-122.317429000000004,"7","13","57","9"
"49188808","100018","12","13282",E Madison St & Broadway Ct,47.611625699999998,-122.319855000000004,"6","55","0","13"
"49188808","100018","12","13283",Madison St & Summit Ave,47.610424000000002,-122.322722999999996,"6","56","20","14"
"49188808","100018","12","13284",Madison St & Boren Ave,47.609211000000002,-122.325637999999998,"6","57","41","15"
"49188808","100018","12","13285",Madison St & 9th Ave,47.608333600000002,-122.327736000000002,"6","58","40","16"
"49188808","100018","12","1400",Madison St & 5th Ave,47.606636000000002,-122.331778999999997,"7","0","33","17"
"49188808","100018","12","1415",Madison St & 4th Ave,47.605983700000003,-122.333365999999998,"7","1","16","18"
"49188808","100018","12","1420",Madison St & 2nd Ave,47.605327600000003,-122.334923000000003,"7","2","0","19"
"47799032","100011","111","250",2nd Ave & Bell St,47.613704700000000,-122.345253000000000,"15","33","0","1"
"47799032","100011","111","280",2nd Ave & Stewart St,47.610614800000000,-122.340248000000003,"15","34","53","2"
"47799032","100011","111","320",2nd Ave & Seneca St,47.606212599999999,-122.336205000000007,"15","37","0","3"
"47799032","100011","111","360",2nd Ave & Cherry St,47.603019699999997,-122.333281999999997,"15","40","13","4"
"47799032","100011","111","375",2nd Ave Ext S & Yesler Way,47.601253499999999,-122.331688000000000,"15","42","0","5"
"47799039","100011","111","620",4th Ave S & S Jackson St,47.598812100000004,-122.328902999999997,"6","19","0","64"
"47799039","100011","111","628",4th Ave S & S Washington St,47.601219200000003,-122.328902999999997,"6","20","14","65"
"47799039","100011","111","648",4th Ave & Cherry St,47.604320500000000,-122.331169000000003,"6","22","1","66"
"47799039","100011","111","670",4th Ave & Seneca St,47.607498200000002,-122.334075999999996,"6","23","55","67"
"47799039","100011","111","700",4th Ave & Pike St,47.610950500000001,-122.337249999999997,"6","26","0","68"
"47799039","100011","111","1040",Olive Way & 6th Ave,47.613025700000001,-122.336333999999994,"6","29","45","69"
"47799039","100011","111","992",Howell St & 9th Ave,47.614635499999999,-122.333259999999996,"6","32","48","70"
"47799039","100011","111","1010",Howell St & Minor Ave,47.616710699999999,-122.330596999999997,"6","36","0","71"
"47418767","100009","11","1085",Pine St & 9th Ave,47.613376600000002,-122.332603000000006,"6","15","0","1"
"47418767","100009","11","1110",Pine St & 5th Ave,47.611766799999998,-122.336455999999998,"6","17","8","2"
"47418767","100009","11","1120",Pine St & 4th Ave,47.611103100000001,-122.338027999999994,"6","18","0","3"
"47418767","100009","11","1180",Pike St & 4th Ave,47.610073100000001,-122.336838000000000,"6","21","0","4"
"47418767","100009","11","1000",Pine St & 9th Ave,47.613414800000001,-122.332138000000000,"6","23","58","5"
"47418767","100009","11","11140",E Pine St & Summit Ave,47.615158100000002,-122.324637999999993,"6","26","55","6"
"47418767","100009","11","11150",E Pine St & Harvard Ave,47.615161899999997,-122.321617000000003,"6","28","0","7"
"47418827","100009","11","11080",E Pine St & Broadway,47.615302999999997,-122.321494999999999,"6","11","0","20"
"47418827","100009","11","11090",E Pine St & Belmont Ave,47.615287799999997,-122.325126999999995,"6","12","14","21"
"47418827","100009","11","11100",E Pine St & Bellevue Ave,47.615299200000003,-122.327270999999996,"6","12","57","22"
"47418827","100009","11","1085",Pine St & 9th Ave,47.613376600000002,-122.332603000000006,"6","15","0","23"
"47418596","100005","106","3600",S Jackson St & 12th Ave S,47.599269900000003,-122.317757000000000,"6","32","0","58"
"47418596","100005","106","1500",S Jackson St & 8th Ave S,47.599266100000001,-122.322327000000001,"6","33","30","59"
"47418596","100005","106","1510",S Jackson St & Maynard Ave S,47.599262199999998,-122.325469999999996,"6","34","31","60"
"47418596","100005","106","844",5th Ave S & S Weller St,47.597614299999996,-122.327781999999999,"6","36","0","61"
"47418597","100005","106","1471",S Jackson St & 5th Ave S,47.599128700000001,-122.328040999999999,"6","30","0","1"
"47418597","100005","106","1480",S Jackson St & Maynard Ave S,47.599117300000003,-122.324569999999994,"6","30","37","2"
"47418597","100005","106","1490",S Jackson St & 8th Ave S,47.599117300000003,-122.322044000000005,"6","31","4","3"
"49783274","100003","101","99267",SODO Busway & S Royal Brougham Way,47.592014300000002,-122.327301000000006,"8","26","0","16"
"49783274","100003","101","30635",4th Ave S & S Royal Brougham Way,47.593341799999997,-122.328957000000003,"8","26","37","17"
"49783274","100003","101","620",4th Ave S & S Jackson St,47.598812100000004,-122.328902999999997,"8","28","0","18"
"49783274","100003","101","640",4th Ave & James St,47.603012100000001,-122.329978999999994,"8","29","46","19"
"49783274","100003","101","660",4th Ave & Madison St,47.606006600000001,-122.332710000000006,"8","31","11","20"
"49783274","100003","101","690",4th Ave & Union St,47.609836600000001,-122.336219999999997,"8","33","0","21"
"49783274","100003","101","1190",Pike St & 6th Ave,47.611034400000001,-122.334525999999997,"8","34","23","22"
"49783274","100003","101","11130",Pike St & Convention Pl,47.612369500000000,-122.331360000000004,"8","36","0","23"
"49783284","100003","101","1215",Union St & 5th Ave,47.609828899999997,-122.334511000000006,"17","37","0","1"
"49783284","100003","101","1230",Union St & 4th Ave,47.609081300000000,-122.336287999999996,"17","37","47","2"
"49783284","100003","101","340",2nd Ave & Marion St,47.604465500000003,-122.334625000000003,"17","41","0","3"
"49783284","100003","101","361",2nd Ave & James St,47.602477999999998,-122.332808999999997,"17","42","32","4"
"49783284","100003","101","390",2nd Ave Ext S & S Jackson St,47.599266100000001,-122.329857000000004,"17","45","0","5"
"49783284","100003","101","99271",SODO Busway & S Royal Brougham Way,47.591812099999999,-122.327468999999994,"17","47","7","6"
"41979571","100002","10","29301",E John St & 12th Ave E,47.620002700000001,-122.317535000000007,"5","9","17","8"
"41979571","100002","10","29262",E John St & 10th Ave E,47.619979899999997,-122.319991999999999,"5","10","0","9"
"41979571","100002","10","29266",E Olive Way & Summit Ave E,47.619152100000001,-122.325119000000001,"5","11","47","10"
"41979571","100002","10","13441",Bellevue Ave & E Olive Way,47.616733600000003,-122.326888999999994,"5","13","6","11"
"41979571","100002","10","11100",E Pine St & Bellevue Ave,47.615299200000003,-122.327270999999996,"5","14","0","12"
"41979571","100002","10","1085",Pine St & 9th Ave,47.613376600000002,-122.332603000000006,"5","16","0","13"
"41979572","100002","10","1085",Pine St & 9th Ave,47.613376600000002,-122.332603000000006,"5","16","0","1"
"41979572","100002","10","1110",Pine St & 5th Ave,47.611766799999998,-122.336455999999998,"5","18","50","2"
"41979572","100002","10","1120",Pine St & 4th Ave,47.611103100000001,-122.338027999999994,"5","20","0","3"
"41979572","100002","10","1180",Pike St & 4th Ave,47.610073100000001,-122.336838000000000,"5","24","0","4"
"41979572","100002","10","11130",Pike St & Convention Pl,47.612369500000000,-122.331360000000004,"5","26","37","5"
"41979572","100002","10","11132",Pike St & Boren Ave,47.613578799999999,-122.328445000000002,"5","28","0","6"
"41979572","100002","10","13460",Bellevue Ave & E Olive St,47.616508500000002,-122.326690999999997,"5","29","51","7"
"41979572","100002","10","29268",E Olive Way & Summit Ave E,47.619129200000003,-122.324883000000000,"5","31","22","8"
"41979572","100002","10","29270",E John St & Broadway  E,47.619846299999999,-122.320473000000007,"5","33","0","9"
"49189391","100001","1","3600",S Jackson St & 12th Ave S,47.599269900000003,-122.317757000000000,"6","2","0","1"
"49189391","100001","1","1500",S Jackson St & 8th Ave S,47.599266100000001,-122.322327000000001,"6","2","52","2"
"49189391","100001","1","1510",S Jackson St & Maynard Ave S,47.599262199999998,-122.325469999999996,"6","3","27","3"
"49189391","100001","1","1530",S Jackson St & 5th Ave S,47.599266100000001,-122.328384000000000,"6","4","0","4"
"49189391","100001","1","1610",Prefontaine Pl S & Yesler Way,47.601657899999999,-122.329941000000005,"6","5","43","5"
"49189391","100001","1","538",3rd Ave & Columbia St,47.604190799999998,-122.332588000000001,"6","7","27","6"
"49189391","100001","1","558",3rd Ave & Seneca St,47.607051800000001,-122.335212999999996,"6","9","19","7"
"49189391","100001","1","575",3rd Ave & Pike St,47.609642000000001,-122.337585000000004,"6","11","0","8"
"49189391","100001","1","600",3rd Ave & Virginia St,47.612995099999999,-122.341742999999994,"6","13","3","9"
"49189391","100001","1","605",3rd Ave & Bell St,47.615119900000003,-122.345337000000001,"6","14","34","10"
"49189391","100001","1","1690",3rd Ave & Vine St,47.616870900000002,-122.348297000000002,"6","15","48","11"
"49189391","100001","1","2320",1st Ave & Broad St,47.617206600000003,-122.352858999999995,"6","17","49","12"
"49189391","100001","1","2330",1st Ave N & Denny Way,47.618904100000002,-122.355362000000000,"6","19","0","13"
"49189391","100001","1","2360",1st Ave N & Republican St,47.623187999999999,-122.355309000000005,"6","21","0","14"
"49189393","100001","1","2672",Queen Anne Ave N & W Mercer St,47.624061599999997,-122.356812000000005,"6","19","0","15"
"49189393","100001","1","2180",Queen Anne Ave N & W Harrison St,47.621833799999997,-122.356819000000002,"6","19","57","16"
"49189393","100001","1","2200",Queen Anne Ave N & W John St,47.619213100000003,-122.356849999999994,"6","21","5","17"
"49189393","100001","1","2244",Denny Way & 2nd Ave N,47.618515000000002,-122.351699999999994,"6","22","49","18"
"49189393","100001","1","2220",3rd Ave & Cedar St,47.616874699999997,-122.348624999999998,"6","24","0","19"
