Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
82	12:24:05	12:24:05	12:24:05	12:24:05	12:24:05	12:24:05			12:24:05	12:24:05	12:24:06	12:24:06	12:24:06	12:24:06	12:24:06	12:24:06			12:24:07	12:24:07		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:02
83	12:24:08	12:24:08	12:24:08	12:24:08	12:24:08	12:24:08			12:24:08	12:24:08	12:24:08	12:24:08	12:24:08	12:24:08	12:24:08	12:24:08			12:24:09	12:24:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
84	12:24:09	12:24:09	12:24:09	12:24:09	12:24:09	12:24:09			12:24:09	12:24:09	12:24:10	12:24:10	12:24:10	12:24:10	12:24:10	12:24:10			12:24:10	12:24:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
85	12:24:10	12:24:10	12:24:10	12:24:10	12:24:11	12:24:11			12:24:11	12:24:11	12:24:11	12:24:11	12:24:11	12:24:11	12:24:11	12:24:11			12:24:12	12:24:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
86	12:24:12	12:24:12	12:24:12	12:24:12	12:24:12	12:24:12			12:24:12	12:24:12	12:24:13	12:24:13	12:24:13	12:24:13	12:24:13	12:24:13			12:24:14	12:24:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
87	12:24:14	12:24:14	12:24:14	12:24:14	12:24:14	12:24:14			12:24:14	12:24:14	12:24:15	12:24:15	12:24:15	12:24:15	12:24:15	12:24:15			12:24:15	12:24:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
88	12:24:16	12:24:16	12:24:16	12:24:16	12:24:16	12:24:16			12:24:16	12:24:16	12:24:16	12:24:16	12:24:16	12:24:16	12:24:16	12:24:16			12:24:17	12:24:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
89	12:24:17	12:24:17	12:24:17	12:24:17	12:24:17	12:24:17			12:24:17	12:24:17	12:24:18	12:24:18	12:24:18	12:24:18	12:24:18	12:24:18			12:24:19	12:24:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
90	12:24:19	12:24:19	12:24:19	12:24:19	12:24:19	12:24:19	12:24:19	12:24:19	12:24:19	12:24:19	12:24:20	12:24:20	12:24:20	12:24:20	12:24:20	12:24:20	12:24:20	12:24:20	12:24:23	12:24:23		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
91	12:24:23	12:24:23	12:24:23	12:24:23	12:24:23	12:24:23			12:24:23	12:24:23	12:24:23	12:24:23	12:24:23	12:24:23	12:24:23	12:24:23			12:24:24	12:24:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
92	12:24:24	12:24:24	12:24:24	12:24:24	12:24:24	12:24:24			12:24:24	12:24:24	12:24:25	12:24:25	12:24:25	12:24:25	12:24:25	12:24:25			12:24:26	12:24:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
93	12:24:26	12:24:26	12:24:26	12:24:26	12:24:26	12:24:26			12:24:26	12:24:26	12:24:26	12:24:26	12:24:26	12:24:26	12:24:26	12:24:26			12:24:27	12:24:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
94	12:24:27	12:24:27	12:24:27	12:24:27	12:24:28	12:24:28			12:24:28	12:24:28	12:24:28	12:24:28	12:24:28	12:24:28	12:24:28	12:24:28			12:24:29	12:24:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
95	12:24:29	12:24:29	12:24:29	12:24:29	12:24:29	12:24:29			12:24:29	12:24:29	12:24:30	12:24:30	12:24:30	12:24:30	12:24:30	12:24:30			12:24:31	12:24:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
96	12:24:31	12:24:31	12:24:31	12:24:31	12:24:31	12:24:31			12:24:31	12:24:31	12:24:32	12:24:32	12:24:32	12:24:32	12:24:32	12:24:32			12:24:33	12:24:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
97	12:24:33	12:24:33	12:24:33	12:24:33	12:24:33	12:24:33			12:24:33	12:24:33	12:24:34	12:24:34	12:24:34	12:24:34	12:24:34	12:24:34			12:24:34	12:24:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
98	12:24:34	12:24:34	12:24:34	12:24:34	12:24:34	12:24:34			12:24:34	12:24:34	12:24:35	12:24:35	12:24:35	12:24:35	12:24:35	12:24:35			12:24:36	12:24:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
99	12:24:36	12:24:36	12:24:36	12:24:36	12:24:36	12:24:36			12:24:36	12:24:36	12:24:37	12:24:37	12:24:37	12:24:37	12:24:37	12:24:37			12:24:38	12:24:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
100	12:24:38	12:24:38	12:24:38	12:24:38	12:24:38	12:24:38	12:24:38	12:24:38	12:24:38	12:24:38	12:24:39	12:24:39	12:24:39	12:24:39	12:24:39	12:24:39	12:24:39	12:24:39	12:24:42	12:24:42		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:04
101	12:24:42	12:24:42	12:24:42	12:24:42	12:24:43	12:24:43			12:24:43	12:24:43	12:24:43	12:24:43	12:24:43	12:24:43	12:24:43	12:24:43			12:24:44	12:24:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
102	12:24:44	12:24:44	12:24:44	12:24:44	12:24:44	12:24:44			12:24:44	12:24:44	12:24:45	12:24:45	12:24:45	12:24:45	12:24:45	12:24:45			12:24:45	12:24:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
103	12:24:45	12:24:45	12:24:45	12:24:45	12:24:46	12:24:46			12:24:46	12:24:46	12:24:46	12:24:46	12:24:46	12:24:46	12:24:46	12:24:46			12:24:47	12:24:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
104	12:24:47	12:24:47	12:24:47	12:24:47	12:24:47	12:24:47			12:24:47	12:24:47	12:24:48	12:24:48	12:24:48	12:24:48	12:24:48	12:24:48			12:24:48	12:24:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
105	12:24:49	12:24:49	12:24:49	12:24:49	12:24:49	12:24:49			12:24:49	12:24:49	12:24:49	12:24:49	12:24:49	12:24:49	12:24:49	12:24:49			12:24:50	12:24:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
106	12:24:50	12:24:50	12:24:50	12:24:50	12:24:50	12:24:50			12:24:50	12:24:50	12:24:51	12:24:51	12:24:51	12:24:51	12:24:51	12:24:51			12:24:52	12:24:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
107	12:24:52	12:24:52	12:24:52	12:24:52	12:24:52	12:24:52			12:24:52	12:24:52	12:24:53	12:24:53	12:24:53	12:24:53	12:24:53	12:24:53			12:24:53	12:24:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
108	12:24:54	12:24:54	12:24:54	12:24:54	12:24:54	12:24:54			12:24:54	12:24:54	12:24:54	12:24:54	12:24:54	12:24:54	12:24:54	12:24:54			12:24:55	12:24:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
109	12:24:55	12:24:55	12:24:55	12:24:55	12:24:55	12:24:55			12:24:55	12:24:55	12:24:56	12:24:56	12:24:56	12:24:56	12:24:56	12:24:56			12:24:57	12:24:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
110	12:24:57	12:24:57	12:24:57	12:24:57	12:24:57	12:24:57	12:24:57	12:24:57	12:24:57	12:24:57	12:24:58	12:24:58	12:24:58	12:24:58	12:24:58	12:24:58	12:24:58	12:24:58	12:25:00	12:25:00		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
111	12:25:01	12:25:01	12:25:01	12:25:01	12:25:01	12:25:01			12:25:01	12:25:01	12:25:02	12:25:02	12:25:02	12:25:02	12:25:02	12:25:02			12:25:02	12:25:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
112	12:25:02	12:25:02	12:25:02	12:25:02	12:25:02	12:25:02			12:25:02	12:25:02	12:25:03	12:25:03	12:25:03	12:25:03	12:25:03	12:25:03			12:25:04	12:25:04		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
113	12:25:04	12:25:04	12:25:04	12:25:04	12:25:04	12:25:04			12:25:04	12:25:04	12:25:05	12:25:05	12:25:05	12:25:05	12:25:05	12:25:05			12:25:06	12:25:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:02
114	12:25:06	12:25:06	12:25:06	12:25:06	12:25:06	12:25:06			12:25:06	12:25:06	12:25:07	12:25:07	12:25:07	12:25:07	12:25:07	12:25:07			12:25:08	12:25:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
115	12:25:08	12:25:08	12:25:08	12:25:08	12:25:08	12:25:08			12:25:08	12:25:08	12:25:09	12:25:09	12:25:09	12:25:09	12:25:09	12:25:09			12:25:10	12:25:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
116	12:25:10	12:25:10	12:25:10	12:25:10	12:25:10	12:25:10			12:25:10	12:25:10	12:25:11	12:25:11	12:25:11	12:25:11	12:25:11	12:25:11			12:25:12	12:25:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
117	12:25:12	12:25:12	12:25:12	12:25:12	12:25:12	12:25:12			12:25:12	12:25:12	12:25:13	12:25:13	12:25:13	12:25:13	12:25:13	12:25:13			12:25:13	12:25:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
118	12:25:14	12:25:14	12:25:14	12:25:14	12:25:14	12:25:14			12:25:14	12:25:14	12:25:14	12:25:14	12:25:14	12:25:14	12:25:14	12:25:14			12:25:15	12:25:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
119	12:25:15	12:25:15	12:25:15	12:25:15	12:25:15	12:25:15			12:25:15	12:25:15	12:25:16	12:25:16	12:25:16	12:25:16	12:25:16	12:25:16			12:25:17	12:25:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:01
120	12:25:17	12:25:17	12:25:17	12:25:17	12:25:17	12:25:17	12:25:18	12:25:18	12:25:18	12:25:18	12:25:19	12:25:19	12:25:19	12:25:19	12:25:19	12:25:19	12:25:19	12:25:19	12:25:21	12:25:21		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
121	12:25:21	12:25:21	12:25:21	12:25:21	12:25:22	12:25:22			12:25:22	12:25:22	12:25:22	12:25:22	12:25:22	12:25:22	12:25:22	12:25:22			12:25:23	12:25:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
122	12:25:23	12:25:23	12:25:23	12:25:23	12:25:23	12:25:23			12:25:23	12:25:23	12:25:24	12:25:24	12:25:24	12:25:24	12:25:24	12:25:24			12:25:25	12:25:25		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
123	12:25:25	12:25:25	12:25:25	12:25:25	12:25:25	12:25:25			12:25:25	12:25:25	12:25:26	12:25:26	12:25:26	12:25:26	12:25:26	12:25:26			12:25:26	12:25:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
124	12:25:26	12:25:26	12:25:26	12:25:26	12:25:26	12:25:26			12:25:26	12:25:26	12:25:27	12:25:27	12:25:28	12:25:28	12:25:28	12:25:28			12:25:28	12:25:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
125	12:25:28	12:25:28	12:25:28	12:25:28	12:25:29	12:25:29			12:25:29	12:25:29	12:25:30	12:25:30	12:25:30	12:25:30	12:25:30	12:25:30			12:25:30	12:25:30		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:01
126	12:25:30	12:25:30	12:25:30	12:25:30	12:25:30	12:25:30			12:25:30	12:25:30	12:25:31	12:25:31	12:25:31	12:25:31	12:25:31	12:25:31			12:25:32	12:25:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
127	12:25:32	12:25:32	12:25:32	12:25:32	12:25:32	12:25:32			12:25:32	12:25:32	12:25:33	12:25:33	12:25:33	12:25:33	12:25:33	12:25:33			12:25:34	12:25:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
128	12:25:34	12:25:34	12:25:34	12:25:34	12:25:34	12:25:34			12:25:34	12:25:34	12:25:35	12:25:35	12:25:35	12:25:35	12:25:35	12:25:35			12:25:36	12:25:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
129	12:25:36	12:25:36	12:25:36	12:25:36	12:25:36	12:25:36			12:25:36	12:25:36	12:25:37	12:25:37	12:25:37	12:25:37	12:25:37	12:25:37			12:25:37	12:25:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
130	12:25:38	12:25:38	12:25:38	12:25:38	12:25:38	12:25:38	12:25:38	12:25:38	12:25:38	12:25:38	12:25:39	12:25:39	12:25:39	12:25:39	12:25:39	12:25:39	12:25:39	12:25:39	12:25:41	12:25:41		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
131	12:25:41	12:25:41	12:25:41	12:25:41	12:25:42	12:25:42			12:25:42	12:25:42	12:25:42	12:25:42	12:25:42	12:25:42	12:25:42	12:25:42			12:25:43	12:25:43		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
132	12:25:43	12:25:43	12:25:43	12:25:43	12:25:43	12:25:43			12:25:43	12:25:43	12:25:44	12:25:44	12:25:44	12:25:44	12:25:44	12:25:44			12:25:45	12:25:45		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:02
133	12:25:45	12:25:45	12:25:45	12:25:45	12:25:46	12:25:46			12:25:46	12:25:46	12:25:46	12:25:46	12:25:46	12:25:46	12:25:46	12:25:46			12:25:47	12:25:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
134	12:25:47	12:25:47	12:25:47	12:25:47	12:25:47	12:25:47			12:25:47	12:25:47	12:25:48	12:25:48	12:25:48	12:25:48	12:25:48	12:25:48			12:25:49	12:25:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
135	12:25:49	12:25:49	12:25:49	12:25:49	12:25:49	12:25:49			12:25:50	12:25:50	12:25:51	12:25:51	12:25:51	12:25:51	12:25:51	12:25:51			12:25:52	12:25:52		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
136	12:25:52	12:25:52	12:25:52	12:25:52	12:25:52	12:25:52			12:25:52	12:25:52	12:25:53	12:25:53	12:25:53	12:25:53	12:25:53	12:25:53			12:25:54	12:25:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
137	12:25:54	12:25:54	12:25:54	12:25:54	12:25:54	12:25:54			12:25:54	12:25:54	12:25:55	12:25:55	12:25:55	12:25:55	12:25:55	12:25:55			12:25:55	12:25:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
138	12:25:55	12:25:55	12:25:55	12:25:55	12:25:56	12:25:56			12:25:56	12:25:56	12:25:56	12:25:56	12:25:57	12:25:57	12:25:57	12:25:57			12:25:57	12:25:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:02
139	12:25:58	12:25:58	12:25:58	12:25:58	12:25:58	12:25:58			12:25:58	12:25:58	12:25:59	12:25:59	12:25:59	12:25:59	12:25:59	12:25:59			12:25:59	12:25:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
140	12:26:00	12:26:00	12:26:00	12:26:00	12:26:00	12:26:00	12:26:00	12:26:00	12:26:00	12:26:00	12:26:01	12:26:01	12:26:01	12:26:01	12:26:01	12:26:01	12:26:01	12:26:01	12:26:03	12:26:03		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
141	12:26:03	12:26:03	12:26:04	12:26:04	12:26:04	12:26:04			12:26:04	12:26:04	12:26:04	12:26:04	12:26:04	12:26:04	12:26:04	12:26:04			12:26:05	12:26:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
142	12:26:05	12:26:05	12:26:05	12:26:05	12:26:05	12:26:05			12:26:05	12:26:05	12:26:06	12:26:06	12:26:06	12:26:06	12:26:06	12:26:06			12:26:06	12:26:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
143	12:26:07	12:26:07	12:26:07	12:26:07	12:26:07	12:26:07			12:26:07	12:26:07	12:26:08	12:26:08	12:26:08	12:26:08	12:26:08	12:26:08			12:26:09	12:26:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:02
144	12:26:10	12:26:10	12:26:10	12:26:10	12:26:10	12:26:10			12:26:10	12:26:10	12:26:10	12:26:10	12:26:10	12:26:10	12:26:10	12:26:10			12:26:11	12:26:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
145	12:26:11	12:26:11	12:26:11	12:26:11	12:26:11	12:26:11			12:26:11	12:26:11	12:26:12	12:26:12	12:26:12	12:26:12	12:26:12	12:26:12			12:26:13	12:26:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
146	12:26:13	12:26:13	12:26:13	12:26:13	12:26:13	12:26:13			12:26:13	12:26:13	12:26:14	12:26:14	12:26:14	12:26:14	12:26:14	12:26:14			12:26:15	12:26:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:02
147	12:26:15	12:26:15	12:26:15	12:26:15	12:26:15	12:26:15			12:26:15	12:26:15	12:26:16	12:26:16	12:26:16	12:26:16	12:26:16	12:26:16			12:26:17	12:26:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
148	12:26:17	12:26:17	12:26:17	12:26:17	12:26:17	12:26:17			12:26:17	12:26:17	12:26:18	12:26:18	12:26:18	12:26:18	12:26:18	12:26:18			12:26:18	12:26:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
149	12:26:19	12:26:19	12:26:19	12:26:19	12:26:19	12:26:19			12:26:19	12:26:19	12:26:19	12:26:19	12:26:19	12:26:19	12:26:19	12:26:19			12:26:20	12:26:20		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
150	12:26:20	12:26:20	12:26:20	12:26:20	12:26:21	12:26:21	12:26:21	12:26:21	12:26:21	12:26:21	12:26:21	12:26:21	12:26:21	12:26:21	12:26:21	12:26:21	12:26:21	12:26:21	12:26:24	12:26:24		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
151	12:26:25	12:26:25	12:26:25	12:26:25	12:26:25	12:26:25			12:26:25	12:26:25	12:26:26	12:26:26	12:26:26	12:26:26	12:26:26	12:26:26			12:26:26	12:26:26		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
152	12:26:26	12:26:26	12:26:26	12:26:26	12:26:26	12:26:26			12:26:26	12:26:26	12:26:27	12:26:27	12:26:27	12:26:27	12:26:27	12:26:27			12:26:28	12:26:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
153	12:26:28	12:26:28	12:26:28	12:26:28	12:26:28	12:26:28			12:26:28	12:26:28	12:26:29	12:26:29	12:26:29	12:26:29	12:26:29	12:26:29			12:26:29	12:26:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
154	12:26:29	12:26:29	12:26:29	12:26:29	12:26:30	12:26:30			12:26:30	12:26:30	12:26:30	12:26:30	12:26:30	12:26:30	12:26:30	12:26:30			12:26:31	12:26:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
155	12:26:31	12:26:31	12:26:31	12:26:31	12:26:31	12:26:31			12:26:31	12:26:31	12:26:32	12:26:32	12:26:32	12:26:32	12:26:32	12:26:32			12:26:33	12:26:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
156	12:26:33	12:26:33	12:26:33	12:26:33	12:26:33	12:26:33			12:26:33	12:26:33	12:26:34	12:26:34	12:26:34	12:26:34	12:26:34	12:26:34			12:26:35	12:26:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:02
157	12:26:35	12:26:35	12:26:35	12:26:35	12:26:35	12:26:35			12:26:35	12:26:35	12:26:36	12:26:36	12:26:36	12:26:36	12:26:36	12:26:36			12:26:37	12:26:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
158	12:26:37	12:26:37	12:26:37	12:26:37	12:26:37	12:26:37			12:26:37	12:26:37	12:26:38	12:26:38	12:26:38	12:26:38	12:26:38	12:26:38			12:26:39	12:26:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
159	12:26:39	12:26:39	12:26:39	12:26:39	12:26:39	12:26:39			12:26:39	12:26:39	12:26:39	12:26:39	12:26:39	12:26:39	12:26:39	12:26:39			12:26:40	12:26:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
160	12:26:40	12:26:40	12:26:40	12:26:40	12:26:40	12:26:40	12:26:40	12:26:40	12:26:40	12:26:40	12:26:41	12:26:41	12:26:41	12:26:41	12:26:41	12:26:41	12:26:41	12:26:41	12:26:44	12:26:44		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
161	12:26:44	12:26:44	12:26:44	12:26:44	12:26:44	12:26:44			12:26:44	12:26:44	12:26:45	12:26:45	12:26:45	12:26:45	12:26:45	12:26:45			12:26:46	12:26:46		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:02
162	12:26:46	12:26:46	12:26:46	12:26:46	12:26:46	12:26:46			12:26:46	12:26:46	12:26:47	12:26:47	12:26:47	12:26:47	12:26:47	12:26:47			12:26:48	12:26:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
163	12:26:48	12:26:48	12:26:48	12:26:48	12:26:48	12:26:48			12:26:48	12:26:48	12:26:49	12:26:49	12:26:49	12:26:49	12:26:49	12:26:49			12:26:50	12:26:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
164	12:26:50	12:26:50	12:26:50	12:26:50	12:26:50	12:26:50			12:26:50	12:26:50	12:26:51	12:26:51	12:26:51	12:26:51	12:26:51	12:26:51			12:26:51	12:26:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
165	12:26:51	12:26:52	12:26:52	12:26:52	12:26:52	12:26:52			12:26:52	12:26:52	12:26:52	12:26:52	12:26:52	12:26:52	12:26:52	12:26:52			12:26:53	12:26:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
166	12:26:53	12:26:53	12:26:53	12:26:53	12:26:53	12:26:53			12:26:53	12:26:53	12:26:54	12:26:54	12:26:54	12:26:54	12:26:54	12:26:54			12:26:55	12:26:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
167	12:26:55	12:26:55	12:26:55	12:26:55	12:26:55	12:26:55			12:26:55	12:26:55	12:26:56	12:26:56	12:26:56	12:26:56	12:26:56	12:26:56			12:26:57	12:26:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
168	12:26:57	12:26:57	12:26:57	12:26:57	12:26:57	12:26:57			12:26:57	12:26:57	12:26:58	12:26:58	12:26:58	12:26:58	12:26:58	12:26:58			12:26:59	12:26:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
169	12:26:59	12:26:59	12:26:59	12:26:59	12:26:59	12:26:59			12:26:59	12:26:59	12:27:00	12:27:00	12:27:00	12:27:00	12:27:00	12:27:00			12:27:01	12:27:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
170	12:27:01	12:27:01	12:27:01	12:27:01	12:27:01	12:27:01	12:27:01	12:27:01	12:27:01	12:27:01	12:27:01	12:27:01	12:27:01	12:27:01	12:27:01	12:27:01	12:27:01	12:27:01	12:27:04	12:27:04		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
171	12:27:04	12:27:04	12:27:04	12:27:04	12:27:04	12:27:04			12:27:04	12:27:04	12:27:05	12:27:05	12:27:05	12:27:05	12:27:05	12:27:05			12:27:06	12:27:06		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
172	12:27:06	12:27:06	12:27:06	12:27:06	12:27:06	12:27:06			12:27:06	12:27:06	12:27:07	12:27:07	12:27:07	12:27:07	12:27:07	12:27:07			12:27:08	12:27:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
