Iteration	BEGIN iteration	BEGIN iterationStartsListeners	END iterationStartsListeners	BEGIN replanning	END replanning	BEGIN beforeMobsimListeners	BEGIN dump all plans	END dump all plans	END beforeMobsimListeners	BEGIN mobsim	END mobsim	BEGIN afterMobsimListeners	END afterMobsimListeners	BEGIN scoring	END scoring	BEGIN iterationEndsListeners	BEGIN compare with counts	END compare with counts	END iterationEndsListeners	END iteration		iterationStartsListeners	replanning	dump all plans	beforeMobsimListeners	mobsim	afterMobsimListeners	scoring	compare with counts	iterationEndsListeners	iteration
173	12:27:08	12:27:08	12:27:08	12:27:08	12:27:08	12:27:08			12:27:08	12:27:08	12:27:09	12:27:09	12:27:09	12:27:09	12:27:09	12:27:09			12:27:10	12:27:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
174	12:27:10	12:27:10	12:27:10	12:27:10	12:27:10	12:27:10			12:27:10	12:27:10	12:27:11	12:27:11	12:27:11	12:27:11	12:27:11	12:27:11			12:27:11	12:27:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
175	12:27:12	12:27:12	12:27:12	12:27:12	12:27:12	12:27:12			12:27:12	12:27:12	12:27:13	12:27:13	12:27:13	12:27:13	12:27:13	12:27:13			12:27:14	12:27:14		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:01	00:00:02
176	12:27:15	12:27:15	12:27:15	12:27:15	12:27:15	12:27:15			12:27:15	12:27:15	12:27:15	12:27:15	12:27:15	12:27:15	12:27:15	12:27:15			12:27:16	12:27:16		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
177	12:27:16	12:27:16	12:27:16	12:27:16	12:27:16	12:27:16			12:27:16	12:27:16	12:27:17	12:27:17	12:27:17	12:27:17	12:27:17	12:27:17			12:27:18	12:27:18		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
178	12:27:18	12:27:18	12:27:18	12:27:18	12:27:18	12:27:18			12:27:18	12:27:18	12:27:19	12:27:19	12:27:19	12:27:19	12:27:19	12:27:19			12:27:21	12:27:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:02
179	12:27:21	12:27:21	12:27:21	12:27:21	12:27:21	12:27:21			12:27:21	12:27:21	12:27:22	12:27:22	12:27:22	12:27:22	12:27:22	12:27:22			12:27:22	12:27:22		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
180	12:27:23	12:27:23	12:27:23	12:27:23	12:27:23	12:27:23	12:27:23	12:27:23	12:27:23	12:27:23	12:27:23	12:27:23	12:27:23	12:27:23	12:27:23	12:27:23	12:27:23	12:27:23	12:27:26	12:27:26		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
181	12:27:26	12:27:26	12:27:26	12:27:26	12:27:26	12:27:26			12:27:26	12:27:26	12:27:27	12:27:27	12:27:27	12:27:27	12:27:27	12:27:27			12:27:27	12:27:27		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
182	12:27:27	12:27:27	12:27:27	12:27:27	12:27:28	12:27:28			12:27:28	12:27:28	12:27:28	12:27:28	12:27:28	12:27:28	12:27:28	12:27:28			12:27:29	12:27:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
183	12:27:29	12:27:29	12:27:29	12:27:29	12:27:29	12:27:29			12:27:29	12:27:29	12:27:30	12:27:30	12:27:30	12:27:30	12:27:30	12:27:30			12:27:31	12:27:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
184	12:27:31	12:27:31	12:27:31	12:27:31	12:27:31	12:27:31			12:27:31	12:27:31	12:27:32	12:27:32	12:27:32	12:27:32	12:27:32	12:27:32			12:27:32	12:27:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
185	12:27:32	12:27:32	12:27:32	12:27:32	12:27:33	12:27:33			12:27:33	12:27:33	12:27:33	12:27:33	12:27:33	12:27:33	12:27:33	12:27:33			12:27:34	12:27:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
186	12:27:34	12:27:34	12:27:34	12:27:34	12:27:34	12:27:34			12:27:34	12:27:34	12:27:35	12:27:35	12:27:35	12:27:35	12:27:35	12:27:35			12:27:36	12:27:36		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
187	12:27:36	12:27:36	12:27:36	12:27:36	12:27:36	12:27:36			12:27:36	12:27:36	12:27:37	12:27:37	12:27:37	12:27:37	12:27:37	12:27:37			12:27:38	12:27:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
188	12:27:38	12:27:38	12:27:38	12:27:38	12:27:38	12:27:38			12:27:38	12:27:38	12:27:39	12:27:39	12:27:39	12:27:39	12:27:39	12:27:39			12:27:40	12:27:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:01
189	12:27:40	12:27:40	12:27:40	12:27:40	12:27:40	12:27:40			12:27:40	12:27:40	12:27:41	12:27:41	12:27:41	12:27:41	12:27:41	12:27:41			12:27:42	12:27:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
190	12:27:42	12:27:42	12:27:42	12:27:42	12:27:42	12:27:42	12:27:42	12:27:42	12:27:42	12:27:42	12:27:43	12:27:43	12:27:43	12:27:43	12:27:43	12:27:43	12:27:43	12:27:43	12:27:45	12:27:45		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
191	12:27:45	12:27:45	12:27:45	12:27:45	12:27:45	12:27:45			12:27:45	12:27:45	12:27:46	12:27:46	12:27:46	12:27:46	12:27:46	12:27:46			12:27:47	12:27:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
192	12:27:47	12:27:47	12:27:47	12:27:47	12:27:47	12:27:47			12:27:47	12:27:47	12:27:48	12:27:48	12:27:48	12:27:48	12:27:48	12:27:48			12:27:48	12:27:48		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
193	12:27:49	12:27:49	12:27:49	12:27:49	12:27:49	12:27:49			12:27:49	12:27:49	12:27:49	12:27:49	12:27:49	12:27:49	12:27:49	12:27:49			12:27:50	12:27:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
194	12:27:50	12:27:50	12:27:50	12:27:50	12:27:50	12:27:50			12:27:50	12:27:50	12:27:51	12:27:51	12:27:51	12:27:51	12:27:51	12:27:51			12:27:52	12:27:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:02
195	12:27:53	12:27:53	12:27:53	12:27:53	12:27:53	12:27:53			12:27:53	12:27:53	12:27:54	12:27:54	12:27:54	12:27:54	12:27:54	12:27:54			12:27:54	12:27:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
196	12:27:55	12:27:55	12:27:55	12:27:55	12:27:55	12:27:55			12:27:55	12:27:55	12:27:56	12:27:56	12:27:56	12:27:56	12:27:56	12:27:56			12:27:57	12:27:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:02
197	12:27:57	12:27:57	12:27:57	12:27:57	12:27:57	12:27:57			12:27:57	12:27:57	12:27:58	12:27:58	12:27:58	12:27:58	12:27:58	12:27:58			12:27:59	12:27:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
198	12:27:59	12:27:59	12:27:59	12:27:59	12:27:59	12:27:59			12:27:59	12:27:59	12:28:00	12:28:00	12:28:00	12:28:00	12:28:00	12:28:00			12:28:00	12:28:00		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
199	12:28:01	12:28:01	12:28:01	12:28:01	12:28:01	12:28:01			12:28:01	12:28:01	12:28:01	12:28:01	12:28:01	12:28:01	12:28:01	12:28:01			12:28:02	12:28:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
200	12:28:02	12:28:02	12:28:02	12:28:02	12:28:02	12:28:02	12:28:02	12:28:02	12:28:02	12:28:02	12:28:03	12:28:03	12:28:03	12:28:03	12:28:03	12:28:03	12:28:03	12:28:03	12:28:06	12:28:06		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
201	12:28:06	12:28:06	12:28:06	12:28:06	12:28:06	12:28:06			12:28:06	12:28:06	12:28:07	12:28:07	12:28:07	12:28:07	12:28:07	12:28:07			12:28:08	12:28:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
202	12:28:08	12:28:08	12:28:08	12:28:08	12:28:08	12:28:08			12:28:08	12:28:08	12:28:09	12:28:09	12:28:09	12:28:09	12:28:09	12:28:09			12:28:09	12:28:09		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
203	12:28:10	12:28:10	12:28:10	12:28:10	12:28:10	12:28:10			12:28:10	12:28:10	12:28:10	12:28:10	12:28:10	12:28:10	12:28:10	12:28:10			12:28:11	12:28:11		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
204	12:28:11	12:28:11	12:28:11	12:28:11	12:28:11	12:28:11			12:28:11	12:28:11	12:28:12	12:28:12	12:28:12	12:28:12	12:28:12	12:28:12			12:28:13	12:28:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
205	12:28:13	12:28:13	12:28:13	12:28:13	12:28:13	12:28:13			12:28:13	12:28:13	12:28:15	12:28:15	12:28:15	12:28:15	12:28:15	12:28:15			12:28:16	12:28:16		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
206	12:28:16	12:28:16	12:28:16	12:28:16	12:28:16	12:28:16			12:28:16	12:28:16	12:28:17	12:28:17	12:28:17	12:28:17	12:28:17	12:28:17			12:28:17	12:28:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
207	12:28:18	12:28:18	12:28:18	12:28:18	12:28:18	12:28:18			12:28:18	12:28:18	12:28:19	12:28:19	12:28:19	12:28:19	12:28:19	12:28:19			12:28:19	12:28:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
208	12:28:19	12:28:19	12:28:19	12:28:19	12:28:20	12:28:20			12:28:20	12:28:20	12:28:20	12:28:20	12:28:20	12:28:20	12:28:20	12:28:20			12:28:21	12:28:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:01
209	12:28:22	12:28:22	12:28:22	12:28:22	12:28:22	12:28:22			12:28:22	12:28:22	12:28:22	12:28:22	12:28:22	12:28:22	12:28:22	12:28:22			12:28:23	12:28:23		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
210	12:28:23	12:28:23	12:28:23	12:28:23	12:28:24	12:28:24	12:28:24	12:28:24	12:28:24	12:28:24	12:28:24	12:28:24	12:28:24	12:28:24	12:28:24	12:28:24	12:28:24	12:28:24	12:28:27	12:28:27		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
211	12:28:27	12:28:27	12:28:27	12:28:27	12:28:27	12:28:27			12:28:27	12:28:27	12:28:28	12:28:28	12:28:28	12:28:28	12:28:28	12:28:28			12:28:28	12:28:28		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
212	12:28:29	12:28:29	12:28:29	12:28:29	12:28:29	12:28:29			12:28:29	12:28:29	12:28:29	12:28:29	12:28:29	12:28:29	12:28:29	12:28:29			12:28:30	12:28:30		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
213	12:28:30	12:28:30	12:28:30	12:28:30	12:28:30	12:28:30			12:28:30	12:28:30	12:28:31	12:28:31	12:28:31	12:28:31	12:28:31	12:28:31			12:28:32	12:28:32		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
214	12:28:32	12:28:32	12:28:32	12:28:32	12:28:32	12:28:32			12:28:32	12:28:32	12:28:33	12:28:33	12:28:33	12:28:33	12:28:33	12:28:33			12:28:33	12:28:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
215	12:28:34	12:28:34	12:28:34	12:28:34	12:28:34	12:28:34			12:28:34	12:28:34	12:28:35	12:28:35	12:28:35	12:28:35	12:28:35	12:28:35			12:28:35	12:28:35		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
216	12:28:35	12:28:35	12:28:35	12:28:35	12:28:35	12:28:35			12:28:35	12:28:35	12:28:36	12:28:36	12:28:36	12:28:36	12:28:36	12:28:36			12:28:37	12:28:37		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
217	12:28:37	12:28:37	12:28:37	12:28:37	12:28:37	12:28:37			12:28:37	12:28:37	12:28:38	12:28:38	12:28:38	12:28:38	12:28:38	12:28:38			12:28:38	12:28:38		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
218	12:28:39	12:28:39	12:28:39	12:28:39	12:28:39	12:28:39			12:28:39	12:28:39	12:28:39	12:28:39	12:28:39	12:28:39	12:28:39	12:28:39			12:28:40	12:28:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
219	12:28:40	12:28:40	12:28:40	12:28:40	12:28:40	12:28:40			12:28:40	12:28:40	12:28:41	12:28:41	12:28:41	12:28:41	12:28:41	12:28:41			12:28:42	12:28:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
220	12:28:42	12:28:42	12:28:42	12:28:42	12:28:42	12:28:42	12:28:42	12:28:42	12:28:42	12:28:42	12:28:43	12:28:43	12:28:43	12:28:43	12:28:43	12:28:43	12:28:43	12:28:43	12:28:46	12:28:46		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
221	12:28:46	12:28:46	12:28:46	12:28:46	12:28:46	12:28:46			12:28:46	12:28:46	12:28:47	12:28:47	12:28:47	12:28:47	12:28:47	12:28:47			12:28:47	12:28:47		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
222	12:28:47	12:28:47	12:28:47	12:28:47	12:28:48	12:28:48			12:28:48	12:28:48	12:28:48	12:28:48	12:28:48	12:28:48	12:28:48	12:28:48			12:28:49	12:28:49		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:01
223	12:28:50	12:28:50	12:28:50	12:28:50	12:28:50	12:28:50			12:28:50	12:28:50	12:28:50	12:28:50	12:28:50	12:28:50	12:28:50	12:28:50			12:28:51	12:28:51		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
224	12:28:51	12:28:51	12:28:51	12:28:51	12:28:51	12:28:51			12:28:51	12:28:51	12:28:52	12:28:52	12:28:52	12:28:52	12:28:52	12:28:52			12:28:53	12:28:53		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
225	12:28:53	12:28:53	12:28:53	12:28:53	12:28:53	12:28:53			12:28:53	12:28:53	12:28:54	12:28:54	12:28:54	12:28:54	12:28:54	12:28:54			12:28:55	12:28:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:02
226	12:28:55	12:28:55	12:28:55	12:28:55	12:28:55	12:28:55			12:28:55	12:28:55	12:28:56	12:28:56	12:28:56	12:28:56	12:28:56	12:28:56			12:28:57	12:28:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
227	12:28:57	12:28:57	12:28:57	12:28:57	12:28:57	12:28:57			12:28:57	12:28:57	12:28:58	12:28:58	12:28:58	12:28:58	12:28:58	12:28:58			12:28:58	12:28:58		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
228	12:28:59	12:28:59	12:28:59	12:28:59	12:28:59	12:28:59			12:28:59	12:28:59	12:28:59	12:28:59	12:28:59	12:28:59	12:28:59	12:28:59			12:29:01	12:29:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:01
229	12:29:01	12:29:01	12:29:01	12:29:01	12:29:01	12:29:01			12:29:01	12:29:01	12:29:02	12:29:02	12:29:02	12:29:02	12:29:02	12:29:02			12:29:02	12:29:02		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
230	12:29:02	12:29:02	12:29:02	12:29:02	12:29:03	12:29:03	12:29:03	12:29:03	12:29:03	12:29:03	12:29:04	12:29:04	12:29:04	12:29:04	12:29:04	12:29:04	12:29:04	12:29:04	12:29:06	12:29:06		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:04
231	12:29:07	12:29:07	12:29:07	12:29:07	12:29:07	12:29:07			12:29:07	12:29:07	12:29:08	12:29:08	12:29:08	12:29:08	12:29:08	12:29:08			12:29:08	12:29:08		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
232	12:29:08	12:29:08	12:29:08	12:29:08	12:29:08	12:29:08			12:29:08	12:29:08	12:29:09	12:29:09	12:29:09	12:29:09	12:29:09	12:29:09			12:29:10	12:29:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
233	12:29:10	12:29:10	12:29:10	12:29:10	12:29:10	12:29:10			12:29:10	12:29:10	12:29:11	12:29:11	12:29:11	12:29:11	12:29:11	12:29:11			12:29:12	12:29:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
234	12:29:12	12:29:12	12:29:12	12:29:12	12:29:12	12:29:12			12:29:12	12:29:12	12:29:13	12:29:13	12:29:13	12:29:13	12:29:13	12:29:13			12:29:14	12:29:14		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
235	12:29:14	12:29:14	12:29:14	12:29:14	12:29:14	12:29:14			12:29:14	12:29:14	12:29:15	12:29:15	12:29:15	12:29:15	12:29:15	12:29:15			12:29:15	12:29:15		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
236	12:29:16	12:29:16	12:29:16	12:29:16	12:29:16	12:29:16			12:29:16	12:29:16	12:29:16	12:29:16	12:29:16	12:29:16	12:29:16	12:29:16			12:29:17	12:29:17		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:01
237	12:29:18	12:29:18	12:29:18	12:29:18	12:29:18	12:29:18			12:29:18	12:29:18	12:29:19	12:29:19	12:29:19	12:29:19	12:29:19	12:29:19			12:29:19	12:29:19		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
238	12:29:20	12:29:20	12:29:20	12:29:20	12:29:20	12:29:20			12:29:20	12:29:20	12:29:20	12:29:20	12:29:20	12:29:20	12:29:20	12:29:20			12:29:21	12:29:21		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
239	12:29:21	12:29:21	12:29:21	12:29:21	12:29:21	12:29:21			12:29:21	12:29:21	12:29:22	12:29:22	12:29:22	12:29:22	12:29:22	12:29:22			12:29:24	12:29:24		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:01	00:00:02
240	12:29:24	12:29:24	12:29:24	12:29:24	12:29:24	12:29:24	12:29:24	12:29:24	12:29:24	12:29:24	12:29:25	12:29:25	12:29:25	12:29:25	12:29:25	12:29:25	12:29:25	12:29:25	12:29:27	12:29:27		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
241	12:29:28	12:29:28	12:29:28	12:29:28	12:29:28	12:29:28			12:29:28	12:29:28	12:29:29	12:29:29	12:29:29	12:29:29	12:29:29	12:29:29			12:29:29	12:29:29		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
242	12:29:29	12:29:29	12:29:29	12:29:29	12:29:29	12:29:29			12:29:29	12:29:29	12:29:30	12:29:30	12:29:30	12:29:30	12:29:30	12:29:30			12:29:31	12:29:31		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
243	12:29:31	12:29:31	12:29:31	12:29:31	12:29:31	12:29:31			12:29:31	12:29:31	12:29:32	12:29:32	12:29:32	12:29:32	12:29:32	12:29:32			12:29:33	12:29:33		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
244	12:29:33	12:29:33	12:29:33	12:29:33	12:29:33	12:29:33			12:29:33	12:29:33	12:29:34	12:29:34	12:29:34	12:29:34	12:29:34	12:29:34			12:29:34	12:29:34		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
245	12:29:35	12:29:35	12:29:35	12:29:35	12:29:35	12:29:35			12:29:35	12:29:35	12:29:36	12:29:36	12:29:36	12:29:36	12:29:36	12:29:36			12:29:37	12:29:37		00:00:00	00:00:00		00:00:00	00:00:01	00:00:00	00:00:00		00:00:00	00:00:02
246	12:29:37	12:29:37	12:29:37	12:29:37	12:29:37	12:29:37			12:29:37	12:29:37	12:29:38	12:29:38	12:29:38	12:29:38	12:29:38	12:29:38			12:29:39	12:29:39		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
247	12:29:39	12:29:39	12:29:39	12:29:39	12:29:39	12:29:39			12:29:39	12:29:39	12:29:40	12:29:40	12:29:40	12:29:40	12:29:40	12:29:40			12:29:40	12:29:40		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
248	12:29:41	12:29:41	12:29:41	12:29:41	12:29:41	12:29:41			12:29:41	12:29:41	12:29:41	12:29:41	12:29:41	12:29:41	12:29:41	12:29:41			12:29:42	12:29:42		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
249	12:29:42	12:29:42	12:29:42	12:29:42	12:29:42	12:29:42			12:29:42	12:29:42	12:29:43	12:29:43	12:29:43	12:29:43	12:29:43	12:29:43			12:29:44	12:29:44		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
250	12:29:44	12:29:44	12:29:44	12:29:44	12:29:44	12:29:44	12:29:44	12:29:44	12:29:44	12:29:44	12:29:46	12:29:46	12:29:46	12:29:46	12:29:46	12:29:46	12:29:46	12:29:46	12:29:48	12:29:48		00:00:00	00:00:00	00:00:00	00:00:00	00:00:01	00:00:00	00:00:00	00:00:00	00:00:02	00:00:04
251	12:29:48	12:29:48	12:29:49	12:29:49	12:29:49	12:29:49			12:29:49	12:29:49	12:29:49	12:29:49	12:29:49	12:29:49	12:29:49	12:29:49			12:29:50	12:29:50		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
252	12:29:50	12:29:50	12:29:50	12:29:50	12:29:50	12:29:50			12:29:50	12:29:50	12:29:51	12:29:51	12:29:51	12:29:51	12:29:51	12:29:51			12:29:52	12:29:52		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
253	12:29:52	12:29:52	12:29:52	12:29:52	12:29:52	12:29:52			12:29:52	12:29:52	12:29:53	12:29:53	12:29:53	12:29:53	12:29:53	12:29:53			12:29:54	12:29:54		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
254	12:29:54	12:29:54	12:29:54	12:29:54	12:29:54	12:29:54			12:29:54	12:29:54	12:29:55	12:29:55	12:29:55	12:29:55	12:29:55	12:29:55			12:29:55	12:29:55		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
255	12:29:56	12:29:56	12:29:56	12:29:56	12:29:56	12:29:56			12:29:56	12:29:56	12:29:57	12:29:57	12:29:57	12:29:57	12:29:57	12:29:57			12:29:57	12:29:57		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
256	12:29:57	12:29:57	12:29:57	12:29:57	12:29:57	12:29:57			12:29:57	12:29:57	12:29:58	12:29:58	12:29:58	12:29:58	12:29:58	12:29:58			12:29:59	12:29:59		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
257	12:29:59	12:29:59	12:29:59	12:29:59	12:29:59	12:29:59			12:29:59	12:29:59	12:30:00	12:30:00	12:30:00	12:30:00	12:30:00	12:30:00			12:30:01	12:30:01		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
258	12:30:01	12:30:01	12:30:01	12:30:01	12:30:01	12:30:01			12:30:01	12:30:01	12:30:02	12:30:02	12:30:02	12:30:02	12:30:02	12:30:02			12:30:03	12:30:03		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
259	12:30:03	12:30:03	12:30:03	12:30:03	12:30:03	12:30:03			12:30:03	12:30:03	12:30:04	12:30:04	12:30:04	12:30:04	12:30:04	12:30:04			12:30:05	12:30:05		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
260	12:30:05	12:30:05	12:30:05	12:30:05	12:30:05	12:30:05	12:30:05	12:30:05	12:30:05	12:30:05	12:30:06	12:30:06	12:30:06	12:30:06	12:30:06	12:30:06	12:30:06	12:30:06	12:30:08	12:30:08		00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:00	00:00:02	00:00:03
261	12:30:09	12:30:09	12:30:09	12:30:09	12:30:09	12:30:09			12:30:09	12:30:09	12:30:09	12:30:09	12:30:09	12:30:09	12:30:09	12:30:09			12:30:10	12:30:10		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
262	12:30:10	12:30:10	12:30:10	12:30:10	12:30:10	12:30:10			12:30:10	12:30:10	12:30:11	12:30:11	12:30:11	12:30:11	12:30:11	12:30:11			12:30:12	12:30:12		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
263	12:30:12	12:30:12	12:30:12	12:30:12	12:30:12	12:30:12			12:30:12	12:30:12	12:30:13	12:30:13	12:30:13	12:30:13	12:30:13	12:30:13			12:30:13	12:30:13		00:00:00	00:00:00		00:00:00	00:00:00	00:00:00	00:00:00		00:00:00	00:00:01
