ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
86	52.63861620043048	-382.7295945744465	0.7722645530584049	52.640136718722026
87	52.638618300455214	-382.7295945744465	1.379558079559318	52.640136718722026
88	52.63927111042875	-382.7295945744465	2.0195153389159417	52.640177564901265
89	52.63414052403839	-382.7295945744465	2.5935280185952454	52.640177564901265
90	52.636727178532524	-382.7295945744465	3.8274732628818087	52.640177564901265
91	52.63799997115154	-382.7295945744465	4.114291152398702	52.640177564901265
92	52.63935389692069	-382.7295945744465	4.47362391675537	52.640177564901265
93	52.63598135413638	-382.7295945744465	5.219145459107872	52.640177564901265
94	52.63799813185405	-382.7295945744465	5.671396982749844	52.640177564901265
95	52.63705580023064	-382.7295945744465	5.976819164215973	52.640177564901265
96	52.63770744445792	-382.7295945744465	6.844381612019489	52.640177564901265
97	52.6376691178293	-382.7295945744465	7.163391661722075	52.640177564901265
98	52.636683302373186	-382.7295945744465	7.457414525165425	52.640177564901265
99	52.63681072173758	-382.7295945744465	7.987792991950339	52.640177564901265
100	52.638734241116005	-382.7295945744465	8.284022116482907	52.640177564901265
101	52.63410150596792	-382.7295945744465	8.927552131748175	52.640177564901265
102	52.63902561405706	-382.7295945744465	9.3802957809787	52.640177564901265
103	52.635821140012176	-382.7295945744465	10.072668062387187	52.640177564901265
104	52.638039609454964	-382.7295945744465	10.442774134062525	52.640177564901265
105	52.64034101061328	-382.7295945744465	10.74727078722461	52.64058822311119
106	52.63935567359242	-382.7295945744465	10.948950388972397	52.64058822311119
107	52.638657732748285	-382.7295945744465	11.592937655258984	52.64067062662431
108	52.636926880731124	-382.7295945744465	11.690458250162333	52.64067062662431
109	52.63927025319068	-382.7295945744465	12.264695453279016	52.64075259383741
110	52.63766732158333	-382.7295945744465	12.790423094276845	52.64075259383741
111	52.63980614703	-382.7295945744465	12.902576419208183	52.64075259383741
112	52.64021879681929	-382.7295945744465	13.15426765670297	52.64075259383741
113	52.64050573785351	-382.7295945744465	13.4030947713299	52.64075259383741
114	52.63894689582366	-382.7295945744465	13.693671904960217	52.64075259383741
115	52.64042418878268	-382.7295945744465	13.981830817303322	52.64075259383741
116	52.63750875468352	-382.7295945744465	14.625384066964362	52.64075259383741
117	52.63972482752387	-382.7295945744465	14.9916004252974	52.64075259383741
118	52.63828626137337	-382.7295945744465	15.358407142123072	52.64075259383741
119	52.64021816267153	-382.7295945744465	15.455895013159905	52.64075259383741
120	52.63873812502696	-382.7295945744465	15.830672449961364	52.64075259383741
121	52.63808175229942	-382.7295945744465	16.369632598702403	52.64075259383741
122	52.63754552499057	-382.7295945744465	16.52613096391811	52.64075259383741
123	52.639397663753236	-382.7295945744465	16.712333266879963	52.64075259383741
124	52.63726220847199	-382.7295945744465	17.010717182510714	52.64075259383741
125	52.63635709775835	-382.7295945744465	17.52569833984686	52.64075259383741
126	52.63963837692751	-382.7295945744465	17.87161908977544	52.64075259383741
127	52.64038308973999	-382.7295945744465	17.960844780213232	52.64075259383741
128	52.639103868131684	-382.7295945744465	18.33341406420604	52.64075259383741
129	52.63894534754592	-382.7295945744465	18.534643054484423	52.64075259383741
130	52.63886053092859	-382.7295945744465	18.773165686119853	52.64075259383741
131	52.63993099778243	-382.7295945744465	19.0424902741682	52.64087577383224
132	52.63885664333473	-382.7295945744465	19.257425158022574	52.64087577383224
133	52.63824115424177	-382.7295945744465	19.639630108485562	52.64087577383224
134	52.638160529167465	-382.7295945744465	20.254631815316	52.64087577383224
135	52.63207865963126	-382.7295945744465	20.5029221576861	52.64087577383224
136	52.639642778834165	-382.7295945744465	20.723365913327942	52.64087577383224
137	52.637381669541234	-382.7295945744465	20.847615106555235	52.64087577383224
138	52.63417786654303	-382.7295945744465	21.244784940196375	52.64087577383224
139	52.63877888777327	-382.7295945744465	21.488562417376833	52.64087577383224
140	52.64042400960037	-382.7295945744465	21.577269554510288	52.64087577383224
141	52.638657532042586	-382.7295945744465	21.889946718985232	52.64087577383224
142	52.638528905069464	-382.7295945744465	21.979905645497965	52.64087577383224
143	52.63648133232194	-382.7295945744465	22.148916079255347	52.64087577383224
144	52.6400117140695	-382.7295945744465	22.36005813017239	52.64095839181005
145	52.63861796901032	-382.7295945744465	22.601045594613165	52.64095839181005
146	52.63676827420555	-382.7295945744465	22.901974133510972	52.64095839181005
147	52.64079414153122	-382.7295945744465	22.950718916565577	52.64095839181005
148	52.634630831015336	-382.7295945744465	23.17379016289642	52.64095839181005
149	52.64058794043579	-382.7295945744465	23.29854562109698	52.64095839181005
150	52.63630935631413	-382.7295945744465	23.497511957141885	52.64095839181005
151	52.639028543592	-382.7295945744465	23.62973355075567	52.64095839181005
152	52.63902201108206	-382.7295945744465	23.81089301915384	52.64095839181005
153	52.63693280803033	-382.7295945744465	24.113840477554294	52.64095839181005
154	52.63705500235863	-382.7295945744465	24.246148538201442	52.64095839181005
155	52.64046521516832	-382.7295945744465	24.307171874910527	52.64095839181005
156	52.63910635953977	-382.7295945744465	24.477134398344607	52.64095839181005
157	52.63993138544912	-382.7295945744465	24.688875310748465	52.64095839181005
158	52.6392314248109	-382.7295945744465	24.902648970004307	52.64095839181005
159	52.6403421609824	-382.7295945744465	25.080088833140206	52.64099967012209
160	52.64030007091806	-382.7295945744465	25.350065611764897	52.64099967012209
161	52.636316261009526	-382.7295945744465	25.5876897086872	52.64099967012209
162	52.63693129055592	-382.7295945744465	25.811935207690194	52.64099967012209
163	52.63799880444198	-382.7295945744465	26.012217834317017	52.64099967012209
164	52.637469469027195	-382.7295945744465	26.127166688086742	52.64099967012209
165	52.63677144083315	-382.7295945744465	26.287164321259755	52.64099967012209
166	52.63980946764784	-382.7295945744465	26.374876160090384	52.64099967012209
167	52.63894481320995	-382.7295945744465	26.4756610378834	52.64099967012209
168	52.64013435254399	-382.7295945744465	26.622535714269716	52.64099967012209
169	52.63791713298946	-382.7295945744465	26.826904300849968	52.64099967012209
170	52.64099967012209	-382.7295945744465	26.83989511671617	52.64099967012209
171	52.6399306640742	-382.7295945744465	27.034370021691405	52.64099967012209
172	52.638284672009476	-382.7295945744465	27.267581939434965	52.64099967012209
173	52.638199528753354	-382.7295945744465	27.428338154171893	52.64099967012209
174	52.6377538351511	-382.7295945744465	27.603230384354475	52.64099967012209
175	52.64103983517178	-382.7295945744465	27.692372826607897	52.64124590400126
176	52.63968620952683	-382.7295945744465	27.808088948133967	52.64124590400126
177	52.63951959309552	-382.7295945744465	27.9133976090896	52.64124590400126
178	52.64042126122949	-382.7295945744465	27.96595425896216	52.64124590400126
179	52.634015109895294	-382.7295945744465	28.099629845025653	52.64124590400126
180	52.63832748947017	-382.7295945744465	28.260046633333243	52.64124590400126
181	52.63874112033413	-382.7295945744465	28.428021512256002	52.64124590400126
182	52.634253612711674	-382.7295945744465	28.587945660998958	52.64124590400126
183	52.64001393474605	-382.7295945744465	28.82029021692243	52.64124590400126
184	52.63841054143603	-382.7295945744465	28.9804994520568	52.64124590400126
185	52.635580858628494	-382.7295945744465	29.209095677180006	52.64124590400126
186	52.63766436184234	-382.7295945744465	29.340184673842383	52.64124590400126
187	52.6395607663119	-382.7295945744465	29.455907840936554	52.64124590400126
188	52.636645952159725	-382.7295945744465	29.602394400177126	52.64124590400126
189	52.63807992160254	-382.7295945744465	29.708236978089385	52.64124590400126
190	52.639892130888406	-382.7295945744465	29.753752356735504	52.64124590400126
191	52.64038326679127	-382.7295945744465	29.887899344978056	52.64124590400126
192	52.639682869572724	-382.7295945744465	30.03813039770513	52.64124590400126
193	52.63939774560452	-382.7295945744465	30.161256793404387	52.64124590400126
194	52.639720434793716	-382.7295945744465	30.240628832083335	52.64124590400126
195	52.636600962942474	-382.7295945744465	30.41699230146563	52.64124590400126
196	52.63775300638012	-382.7295945744465	30.570931931996945	52.64149376191261
197	52.63861854343996	-382.7295945744465	30.658658510839693	52.64149376191261
198	52.63923315893697	-382.7295945744465	30.713262662751013	52.64149376191261
199	52.641370438938964	-382.7295945744465	30.724254897942124	52.64149376191261
200	52.63721968662946	-382.7295945744465	30.843280466826823	52.64149376191261
201	52.639640775636636	-382.7295945744465	31.07361296258865	52.64153491139612
202	52.63914775760894	-382.7295945744465	31.279534127231457	52.64153491139612
203	52.64009553524274	-382.7295945744465	31.38546293048744	52.64153491139612
204	52.63886020636663	-382.7295945744465	31.530847450508226	52.64153491139612
205	52.64075456278084	-382.7295945744465	31.601226546806142	52.64153491139612
206	52.639968300273075	-382.7295945744465	31.617853338945302	52.64153491139612
207	52.63841381691212	-382.7295945744465	31.769458624707426	52.64153491139612
208	52.636525294185454	-382.7295945744465	31.88610289367974	52.64153491139612
209	52.64001163131748	-382.7295945744465	32.00623995950359	52.64153491139612
210	52.639441010865895	-382.7295945744465	32.109470174002716	52.64153491139612
211	52.64001206372414	-382.7295945744465	32.25999304929079	52.64153491139612
212	52.63972857473324	-382.7295945744465	32.34039167161062	52.64153491139612
213	52.64050766854843	-382.7295945744465	32.416296638008845	52.64153491139612
214	52.63890095605506	-382.7295945744465	32.52981091530513	52.64153491139612
215	52.63816695920371	-382.7295945744465	32.65958948915368	52.64153491139612
216	52.639845175690475	-382.7295945744465	32.79769028195761	52.64153491139612
217	52.63993037365502	-382.7295945744465	32.83745657664642	52.64153491139612
218	52.64091974809789	-382.7295945744465	32.853138500397876	52.64153491139612
219	52.63779612853902	-382.7295945744465	32.91902981476188	52.64153491139612
220	52.63931456957527	-382.7295945744465	33.067221555247016	52.64153491139612
221	52.63684824248821	-382.7295945744465	33.15339507067528	52.64153491139612
222	52.63545349646195	-382.7295945744465	33.32264439680168	52.64153491139612
223	52.63833162201766	-382.7295945744465	33.42815159249675	52.64153491139612
224	52.63993298450401	-382.7295945744465	33.48671158422799	52.64153491139612
225	52.63931751937858	-382.7295945744465	33.655912787558044	52.64153491139612
226	52.63779134236172	-382.7295945744465	33.7836181952172	52.64153491139612
227	52.641288789407106	-382.7295945744465	33.84646277860054	52.64153491139612
228	52.63845051844241	-382.7295945744465	33.976965379232865	52.64153491139612
229	52.64120622687217	-382.7295945744465	34.022990429051305	52.64153491139612
230	52.640138613637035	-382.7295945744465	34.08711707821034	52.64153491139612
231	52.639110286201934	-382.7295945744465	34.174147340399664	52.64153491139612
232	52.63963966093741	-382.7295945744465	34.25542365436317	52.64153491139612
233	52.63475437117119	-382.7295945744465	34.39510624244449	52.64153491139612
234	52.63943750664227	-382.7295945744465	34.47789313313176	52.64153491139612
235	52.64034290523183	-382.7295945744465	34.54861064410483	52.64153491139612
236	52.64067205344921	-382.7295945744465	34.59896842533048	52.64153491139612
237	52.6376743279226	-382.7295945744465	34.6809971432523	52.64153491139612
238	52.64054999955927	-382.7295945744465	34.7254091797712	52.64153491139612
239	52.64013883550097	-382.7295945744465	34.815465324200446	52.64153491139612
240	52.64124701283415	-382.7295945744465	34.86656208408639	52.64153491139612
241	52.64104241684713	-382.7295945744465	34.90483831035995	52.64153491139612
242	52.63869737313153	-382.7295945744465	34.97621763556126	52.64153491139612
243	52.63989191987425	-382.7295945744465	35.037964469185766	52.64153491139612
244	52.63997296445656	-382.7295945744465	35.088657675502446	52.64153491139612
245	52.64034155471938	-382.7295945744465	35.1622019818248	52.64153491139612
246	52.63462873783798	-382.7295945744465	35.25203325422286	52.64153491139612
247	52.639516827454784	-382.7295945744465	35.285586308828286	52.64153491139612
248	52.64063267428476	-382.7295945744465	35.29655120131889	52.64153491139612
249	52.63820902824139	-382.7295945744465	35.36712950596605	52.64153491139612
250	52.640216547721415	-382.7295945744465	35.4333889508419	52.64153491139612
251	52.63997531191653	-382.7295945744465	35.47835605951863	52.64153491139612
252	52.63623643794598	-382.7295945744465	35.57556827231864	52.64153491139612
253	52.640385141483634	-382.7295945744465	35.61278113309663	52.64153491139612
254	52.6407962260235	-382.7295945744465	35.68386345345059	52.64153491139612
255	52.63870096208451	-382.7295945744465	35.724328353811636	52.64153491139612
256	52.63919440715286	-382.7295945744465	35.76769381036137	52.64153491139612
257	52.64038272891916	-382.7295945744465	35.8582147897969	52.64153491139612
258	52.6403005394168	-382.7295945744465	35.88528943970594	52.64153491139612
259	52.640014149630346	-382.7295945744465	35.97089094924526	52.64153491139612
260	52.63775045536548	-382.7295945744465	36.00691824474702	52.64153491139612
261	52.64058776088658	-382.7295945744465	36.0856382954205	52.64153491139612
262	52.63582555167976	-382.7295945744465	36.156379275391814	52.64153491139612
263	52.63844467688183	-382.7295945744465	36.26754852369343	52.64153491139612
264	52.63927089639294	-382.7295945744465	36.31484091402408	52.64153491139612
265	52.641165449319246	-382.7295945744465	36.368069548223765	52.64153491139612
266	52.63722441076576	-382.7295945744465	36.437634803345915	52.64153491139612
267	52.6395228910843	-382.7295945744465	36.470858173816296	52.64153491139612
268	52.63972866765486	-382.7295945744465	36.51667630581184	52.64153491139612
269	52.63573285916918	-382.7295945744465	36.593374875975506	52.64153491139612
270	52.635943517806844	-382.7295945744465	36.64797508724428	52.64153491139612
271	52.63807757064559	-382.7295945744465	36.7160326951912	52.64153491139612
272	52.63956007283908	-382.7295945744465	36.76732073085812	52.64153491139612
273	52.64001336916323	-382.7295945744465	36.793629446811	52.64153491139612
274	52.641288789407106	-382.7295945744465	36.80855696823457	52.64153491139612
275	52.63964290522442	-382.7295945744465	36.85422127501085	52.64153491139612
276	52.63766254503696	-382.7295945744465	36.943323076357586	52.64153491139612
277	52.641042381491566	-382.7295945744465	36.95688202394087	52.64153491139612
278	52.63939572428016	-382.7295945744465	37.05786029903557	52.64153491139612
279	52.64009600196067	-382.7295945744465	37.10978662448737	52.64153491139612
280	52.63853967349933	-382.7295945744465	37.16625521283295	52.64153491139612
281	52.641082864439696	-382.7295945744465	37.20764540409195	52.64153491139612
282	52.64034371581302	-382.7295945744465	37.28280274238264	52.64153491139612
283	52.63873176564553	-382.7295945744465	37.33230397297919	52.64153491139612
284	52.63714092020628	-382.7295945744465	37.4087127195884	52.64153491139612
285	52.64120630569206	-382.7295945744465	37.456764452193894	52.64153491139612
286	52.63532169892189	-382.7295945744465	37.48880279947498	52.64153491139612
287	52.639804832152606	-382.7295945744465	37.53707286938265	52.64153491139612
288	52.63796211830672	-382.7295945744465	37.597135382541346	52.64153491139612
289	52.639111701761756	-382.7295945744465	37.649662434915385	52.64153491139612
290	52.63980897359121	-382.7295945744465	37.68184324101774	52.64153491139612
291	52.64128838072516	-382.7295945744465	37.695828683138096	52.64153491139612
292	52.640138370571634	-382.7295945744465	37.791892635455525	52.64153491139612
293	52.63997299542297	-382.7295945744465	37.89255519366604	52.64153491139612
294	52.640505981257434	-382.7295945744465	37.93151471846876	52.64153491139612
295	52.63869932560423	-382.7295945744465	37.992232114727095	52.64153491139612
296	52.639521482724234	-382.7295945744465	38.03697621337925	52.64153491139612
297	52.63935121276016	-382.7295945744465	38.092538366048196	52.64153491139612
298	52.63972726628891	-382.7295945744465	38.176796067415005	52.64153491139612
299	52.6407135244161	-382.7295945744465	38.19458921827419	52.64153491139612
300	52.64046631503284	-382.7295945744465	38.24387517838917	52.64153491139612
301	52.64042578233233	-382.7295945744465	38.28437931691538	52.64153491139612
302	52.64034000009607	-382.7295945744465	38.35380773607851	52.64153491139612
303	52.63841569877359	-382.7295945744465	38.38524243707071	52.64153491139612
304	52.64001514895308	-382.7295945744465	38.40437608684152	52.64153491139612
305	52.640181388561764	-382.7295945744465	38.44266468996777	52.64153491139612
306	52.63841448537625	-382.7295945744465	38.49416472661293	52.64153491139612
307	52.64091957646364	-382.7295945744465	38.52964139407578	52.64153491139612
308	52.63742309136776	-382.7295945744465	38.57645689169569	52.64153491139612
309	52.63993255905112	-382.7295945744465	38.62340012180912	52.64153491139612
310	52.64034191598789	-382.7295945744465	38.67164640451739	52.64153491139612
311	52.640508511104954	-382.7295945744465	38.709873702805865	52.64153491139612
312	52.63911220919382	-382.7295945744465	38.75223005644855	52.64153491139612
313	52.638620791961614	-382.7295945744465	38.80861530646278	52.64153491139612
314	52.638615930494375	-382.7295945744465	38.86263919811657	52.64153491139612
315	52.63857491959007	-382.7295945744465	38.93012339689182	52.64153491139612
316	52.641165574938775	-382.7295945744465	38.947708381072005	52.64153491139612
317	52.63783527360438	-382.7295945744465	38.98826798695407	52.64153491139612
318	52.63906789156195	-382.7295945744465	39.014353944219835	52.64153491139612
319	52.63869743715397	-382.7295945744465	39.07543770100385	52.64153491139612
320	52.63943474586916	-382.7295945744465	39.10733990501901	52.64153491139612
321	52.63829141965961	-382.7295945744465	39.143311045648396	52.64153491139612
322	52.64149366962067	-382.7295945744465	39.15398922541968	52.64153491139612
323	52.63840756172729	-382.7295945744465	39.22462083070213	52.64153491139612
324	52.63849413590312	-382.7295945744465	39.285138785064774	52.64153491139612
325	52.6391117666867	-382.7295945744465	39.34775551634614	52.64153491139612
326	52.639765844476365	-382.7295945744465	39.38771191681293	52.64153491139612
327	52.641411682874455	-382.7295945744465	39.39788048784106	52.64153491139612
328	52.63824351360888	-382.7295945744465	39.436785954919074	52.64153491139612
329	52.63918784309685	-382.7295945744465	39.483391680292875	52.64153491139612
330	52.6407949037778	-382.7295945744465	39.51076664469644	52.64153491139612
331	52.637507700963546	-382.7295945744465	39.55181124202522	52.64153491139612
332	52.64083607040153	-382.7295945744465	39.59582811117663	52.64153491139612
333	52.640056598317855	-382.7295945744465	39.615467995152606	52.64153491139612
334	52.64046503291921	-382.7295945744465	39.64777980255813	52.64153491139612
335	52.64141192196643	-382.7295945744465	39.65890092602621	52.64153491139612
336	52.640220336405015	-382.7295945744465	39.70313493270637	52.64153491139612
337	52.63709746711155	-382.7295945744465	39.74829906958324	52.64153491139612
338	52.6395578262286	-382.7295945744465	39.78853476200024	52.64153491139612
339	52.6391058979638	-382.7295945744465	39.83464892132798	52.64153491139612
340	52.640546896548486	-382.7295945744465	39.865326506656835	52.64153491139612
341	52.63463143669393	-382.7295945744465	39.91173624346083	52.64153491139612
342	52.63779239085165	-382.7295945744465	39.95724739902361	52.64153491139612
343	52.640960559610456	-382.7295945744465	39.965244692351554	52.64153491139612
344	52.64063202716245	-382.7295945744465	39.983875082127184	52.64153491139612
345	52.64100105968071	-382.7295945744465	40.029097991778166	52.64153491139612
346	52.640586120418625	-382.7295945744465	40.04435375155304	52.64153491139612
347	52.63771205969018	-382.7295945744465	40.07569614590747	52.64153491139612
348	52.63997428441562	-382.7295945744465	40.115462708711505	52.64153491139612
349	52.638044098103144	-382.7295945744465	40.165708383672154	52.64153491139612
350	52.63931837380587	-382.7295945744465	40.217378237208706	52.64153491139612
351	52.64034424623683	-382.7295945744465	40.251081684947515	52.64153491139612
352	52.63894751490886	-382.7295945744465	40.29387693612741	52.64153491139612
353	52.640754985036956	-382.7295945744465	40.31575491571753	52.64153491139612
354	52.639769754102986	-382.7295945744465	40.33875684571083	52.64153491139612
355	52.640096602160106	-382.7295945744465	40.374181289170004	52.64153491139612
356	52.637298889206086	-382.7295945744465	40.4062230978244	52.64153491139612
357	52.64083759732942	-382.7295945744465	40.418963389040385	52.64153491139612
358	52.637995158312606	-382.7295945744465	40.46911647195663	52.64153491139612
359	52.63931689948461	-382.7295945744465	40.50646726195098	52.64153491139612
360	52.64083636663926	-382.7295945744465	40.523275515073884	52.64153491139612
361	52.63755159840134	-382.7295945744465	40.56071925246414	52.64153491139612
362	52.63845639124913	-382.7295945744465	40.58569483689098	52.64153491139612
363	52.640710067119215	-382.7295945744465	40.62068374108182	52.64153491139612
364	52.639399504855504	-382.7295945744465	40.65599736022899	52.64153491139612
365	52.6351205415743	-382.7295945744465	40.69942838886888	52.64153491139612
366	52.640960571112004	-382.7295945744465	40.72394299967374	52.64153491139612
367	52.63767011883302	-382.7295945744465	40.75663852093975	52.64153491139612
368	52.63997055647145	-382.7295945744465	40.786615020677395	52.64153491139612
369	52.63898771855803	-382.7295945744465	40.84015818770706	52.64153491139612
370	52.640918667388135	-382.7295945744465	40.85138108902167	52.64153491139612
371	52.63997104790526	-382.7295945744465	40.87423198948006	52.64153491139612
372	52.63976702365219	-382.7295945744465	40.92458399284906	52.64153491139612
373	52.64124573028385	-382.7295945744465	40.939046907530106	52.64153491139612
374	52.63647852757103	-382.7295945744465	40.96119733940971	52.64153491139612
375	52.64034439808761	-382.7295945744465	40.998803649404856	52.64153491139612
376	52.63886488353436	-382.7295945744465	41.02807284254126	52.64153491139612
377	52.6389074152966	-382.7295945744465	41.06039774187098	52.64153491139612
378	52.64079353927139	-382.7295945744465	41.10179998117555	52.64153491139612
379	52.63903053432556	-382.7295945744465	41.13850615158372	52.641658467517324
380	52.638491517331374	-382.7295945744465	41.17271000620354	52.641658467517324
381	52.63861170946889	-382.7295945744465	41.21137353448161	52.641658467517324
382	52.637294414624144	-382.7295945744465	41.24092437815228	52.641658467517324
383	52.63939492808888	-382.7295945744465	41.2528989239498	52.641658467517324
384	52.63935877985068	-382.7295945744465	41.28101342418494	52.641658467517324
385	52.63677413603347	-382.7295945744465	41.29979453225339	52.641658467517324
386	52.640545977157664	-382.7295945744465	41.32631476495282	52.641658467517324
387	52.63906518452408	-382.7295945744465	41.37373786193942	52.641658467517324
388	52.63997463185669	-382.7295945744465	41.38532463607911	52.641658467517324
389	52.63919285647728	-382.7295945744465	41.404795882933726	52.641658467517324
390	52.636772310258735	-382.7295945744465	41.43994681923849	52.641658467517324
391	52.639933626685234	-382.7295945744465	41.46016482456035	52.641658467517324
392	52.64075420161902	-382.7295945744465	41.47585981457656	52.641658467517324
