ITERATION	avg. EXECUTED	avg. WORST	avg. AVG	avg. BEST
0	0.0	
1	1353.9691075083324	
2	1527.4004154558204	
3	2961.1783490722414	
4	3951.347473029429	
5	4559.587455939033	
6	4762.354147101598	
7	4914.8425115028	
8	5980.966180724043	
9	6325.187561032805	
10	6463.337180516728	
11	6663.585352025646	
12	6740.037055809162	
13	6906.195647044475	
14	7152.143404796783	
15	7392.9501125543475	
16	7889.935752825043	
17	7898.533060550032	
18	7993.762911794533	
19	8485.877183900338	
20	8913.89050472259	
21	8911.588581909496	
22	9152.965184647446	
23	9368.036874655525	
24	9417.225473921591	
25	9485.024144380763	
26	9494.925399980175	
27	9499.85670664017	
28	9544.172944428308	
29	9582.599461988468	
30	9582.44069507258	
31	9578.675750647868	
32	9583.730176010553	
33	10006.524889623444	
34	9994.317435074494	
35	10029.468466098715	
36	10005.617802228928	
37	10013.113777715627	
38	10011.609266421981	
39	10000.942488544022	
40	10013.855947442382	
41	10012.100498194899	
42	10014.002386215905	
43	10004.976659858508	
44	9990.828963961174	
45	9943.653099143434	
46	9975.580426745919	
47	9999.705343294496	
48	9983.099407480146	
49	10011.69420545431	
50	9994.77471024371	
51	9998.488451567484	
52	9987.991817469036	
53	10008.703712533392	
54	10019.487749402917	
55	10021.685123467509	
56	10006.639413429035	
57	10026.347674166806	
58	10021.960463510744	
59	10025.075500738647	
60	9995.858249292602	
61	10030.003829912479	
62	10003.230058949775	
63	9991.606198764415	
64	10020.564356010707	
65	10019.868304650636	
66	9988.2451602959	
67	9996.27294326716	
68	10009.864025696823	
69	10011.824993945984	
70	9993.704599002209	
71	10006.179758447466	
72	9999.455591667409	
73	10014.49296786589	
74	10009.156349490922	
75	10014.23276555779	
76	10015.235442072086	
77	10005.287369084705	
78	9995.868796951088	
79	10017.02587319324	
80	10017.763061705416	
81	10017.9258794266	
82	10025.644634739165	
83	10014.969341802283	
84	10007.453068924844	
85	10001.909634118465	
86	10023.15666981572	
87	10027.021697562093	
88	10022.398166831317	
89	10007.012946344772	
90	9967.268258545695	
91	10015.039466151087	
92	10011.595789967703	
93	10013.08687085167	
94	10016.10766077751	
95	10020.492810303997	
96	9960.054504152677	
97	10026.292453448536	
98	10003.443054481742	
99	10015.655656741772	
100	9992.76535069085	
101	9949.45774212546	
102	10003.875827482461	
103	10009.834106213124	
104	10010.669323830862	
105	10019.783141421969	
106	10024.475946937237	
107	10019.27781699776	
108	10000.959321620423	
109	10011.587923219251	
110	10021.406965193852	
111	10016.102707774251	
112	10023.223425960236	
113	10017.56188612482	
114	10024.411989697244	
115	10023.070431655538	
116	10000.91737058606	
117	10021.084445403896	
118	10008.395288573241	
119	10021.649864053166	
120	10010.053516324744	
121	10010.80441982249	
122	10019.483172119399	
123	10022.55300146565	
124	10027.41144483421	
125	10001.851785024166	
126	9995.951638538676	
127	10022.827230155464	
128	9995.703316885925	
129	10017.48931648161	
130	10030.722556222045	
131	10021.101121083451	
132	10002.170979651053	
133	9998.44100596465	
134	10006.994429774379	
135	9980.589485043534	
136	10025.929243754006	
137	10018.108618132785	
138	9968.199766867127	
139	10008.358387131098	
140	10013.02542691099	
141	9984.678133712267	
142	9991.13136391671	
143	10023.025153775261	
144	10005.753694287236	
145	10022.083722507185	
146	9995.08482746006	
147	10020.266519829203	
148	9983.563768468954	
149	10019.740948017981	
150	9998.658798444969	
151	10020.073115329536	
152	10015.08941593583	
153	9965.015865576408	
154	10010.463670778061	
155	10013.187719090847	
156	9969.290015708877	
157	10025.611942120006	
158	10015.763671973556	
159	10021.87367669281	
160	9976.704937578545	
161	9997.837122803665	
162	10000.616490034621	
163	10010.728176048271	
164	10003.076495567926	
165	10038.365627165344	
166	10021.134643633046	
167	10017.982051342957	
168	10004.159843070523	
169	9997.824490619962	
